seed,round,honest_r_eff,attacker_r_eff
63,40,0.693498,0.01
63,41,0.698402,0.01
63,42,0.703228,0.01
63,43,0.707976,0.01
63,44,0.712648,0.01
63,45,0.717246,0.01
63,46,0.72177,0.01
63,47,0.726222,0.01
63,48,0.730602,0.01
63,49,0.734912,0.01
63,50,0.739154,0.01
63,51,0.743327,0.01
63,52,0.747434,0.01
63,53,0.751475,0.01
63,54,0.755452,0.01
63,55,0.759364,0.01
63,56,0.763215,0.01
63,57,0.767003,0.01
63,58,0.770731,0.01
63,59,0.774399,0.01
63,60,0.778009,0.01
63,61,0.781561,0.01
63,62,0.785056,0.01
63,63,0.788495,0.01
63,64,0.791879,0.01
63,65,0.795209,0.01
63,66,0.798486,0.01
63,67,0.80171,0.01
63,68,0.804883,0.01
63,69,0.808004,0.01
63,70,0.811076,0.01
63,71,0.814099,0.01
63,72,0.817074,0.01
63,73,0.82,0.01
63,74,0.82288,0.01
63,75,0.825714,0.01
63,76,0.828503,0.01
63,77,0.831247,0.01
63,78,0.833947,0.01
63,79,0.836604,0.01
63,80,0.839218,0.01
63,81,0.841791,0.01
63,82,0.799701,0.01
63,83,0.802906,0.01
63,84,0.806059,0.01
63,85,0.809162,0.01
63,86,0.812216,0.01
63,87,0.81522,0.01
63,88,0.818177,0.01
63,89,0.821086,0.01
63,90,0.823949,0.01
63,91,0.826765,0.01
63,92,0.829537,0.01
63,93,0.832265,0.01
63,94,0.834948,0.01
63,95,0.837589,0.01
63,96,0.79571,0.01
63,97,0.798978,0.01
63,98,0.802195,0.01
63,99,0.80536,0.01
63,100,0.808474,0.01
64,1,0.50632,0.25
64,2,0.513043,0.125
64,3,0.520011,0.0625
64,4,0.527115,0.03125
64,5,0.534277,0.015625
64,6,0.541447,0.01
64,7,0.548586,0.01
64,8,0.521156,0.01
64,9,0.495099,0.01
64,10,0.503039,0.01
64,11,0.510893,0.01
64,12,0.485349,0.01
64,13,0.493515,0.01
64,14,0.501572,0.01
64,15,0.509513,0.01
64,16,0.517338,0.01
64,17,0.525044,0.01
64,18,0.532632,0.01
64,19,0.540102,0.01
64,20,0.547455,0.01
64,21,0.554691,0.01
64,22,0.561814,0.01
64,23,0.568823,0.01
64,24,0.57572,0.01
64,25,0.582508,0.01
64,26,0.589187,0.01
64,27,0.59576,0.01
64,28,0.602227,0.01
64,29,0.608591,0.01
64,30,0.614854,0.01
64,31,0.621016,0.01
64,32,0.627079,0.01
64,33,0.633046,0.01
64,34,0.638917,0.01
64,35,0.644695,0.01
64,36,0.65038,0.01
64,37,0.655973,0.01
64,38,0.661478,0.01
64,39,0.666894,0.01
64,40,0.672224,0.01
64,41,0.677468,0.01
64,42,0.682629,0.01
64,43,0.687707,0.01
64,44,0.692703,0.01
64,45,0.69762,0.01
64,46,0.702458,0.01
64,47,0.707219,0.01
64,48,0.711903,0.01
64,49,0.716513,0.01
64,50,0.721049,0.01
64,51,0.725512,0.01
64,52,0.729904,0.01
64,53,0.734225,0.01
64,54,0.697514,0.01
64,55,0.702354,0.01
64,56,0.667236,0.01
64,57,0.67256,0.01
64,58,0.677799,0.01
64,59,0.682955,0.01
64,60,0.688027,0.01
64,61,0.693019,0.01
64,62,0.697931,0.01
64,63,0.702764,0.01
64,64,0.707519,0.01
64,65,0.712199,0.01
64,66,0.716804,0.01
64,67,0.721335,0.01
64,68,0.725794,0.01
64,69,0.730181,0.01
64,70,0.734498,0.01
64,71,0.738746,0.01
64,72,0.742926,0.01
64,73,0.747039,0.01
64,74,0.751087,0.01
64,75,0.755069,0.01
64,76,0.758988,0.01
64,77,0.762844,0.01
64,78,0.724702,0.01
64,79,0.729107,0.01
64,80,0.733441,0.01
64,81,0.737706,0.01
64,82,0.741903,0.01
64,83,0.746033,0.01
64,84,0.750096,0.01
64,85,0.754094,0.01
64,86,0.758029,0.01
64,87,0.7619,0.01
64,88,0.76571,0.01
64,89,0.769459,0.01
64,90,0.773147,0.01
64,91,0.776777,0.01
64,92,0.780349,0.01
64,93,0.783863,0.01
64,94,0.787321,0.01
64,95,0.790724,0.01
64,96,0.794072,0.01
64,97,0.797367,0.01
64,98,0.800609,0.01
64,99,0.760579,0.01
64,100,0.76441,0.01
65,1,0.50632,0.475
65,2,0.513043,0.2375
65,3,0.520011,0.11875
65,4,0.527115,0.059375
65,5,0.534277,0.029688
65,6,0.541447,0.01
65,7,0.548586,0.01
65,8,0.55567,0.01
65,9,0.562682,0.01
65,10,0.569612,0.01
65,11,0.576451,0.01
65,12,0.583194,0.01
65,13,0.58984,0.01
65,14,0.596386,0.01
65,15,0.602832,0.01
65,16,0.609179,0.01
65,17,0.615427,0.01
65,18,0.621576,0.01
65,19,0.627628,0.01
65,20,0.633584,0.01
65,21,0.639445,0.01
65,22,0.645213,0.01
65,23,0.650889,0.01
65,24,0.656475,0.01
65,25,0.661971,0.01
65,26,0.667379,0.01
65,27,0.672701,0.01
65,28,0.639066,0.01
65,29,0.64484,0.01
65,30,0.650523,0.01
65,31,0.656115,0.01
65,32,0.661617,0.01
65,33,0.667031,0.01
65,34,0.672358,0.01
65,35,0.677601,0.01
65,36,0.64372,0.01
65,37,0.649421,0.01
65,38,0.65503,0.01
65,39,0.66055,0.01
65,40,0.665981,0.01
65,41,0.671325,0.01
65,42,0.676584,0.01
65,43,0.681759,0.01
65,44,0.686851,0.01
65,45,0.691861,0.01
65,46,0.696791,0.01
65,47,0.701642,0.01
65,48,0.706416,0.01
65,49,0.711114,0.01
65,50,0.715736,0.01
65,51,0.720284,0.01
65,52,0.724759,0.01
65,53,0.729163,0.01
65,54,0.733497,0.01
65,55,0.737761,0.01
65,56,0.741957,0.01
65,57,0.746085,0.01
65,58,0.750148,0.01
65,59,0.754146,0.01
65,60,0.758079,0.01
65,61,0.76195,0.01
65,62,0.765759,0.01
65,63,0.769507,0.01
65,64,0.773194,0.01
65,65,0.776823,0.01
65,66,0.780394,0.01
65,67,0.783908,0.01
65,68,0.787365,0.01
65,69,0.790768,0.01
65,70,0.794115,0.01
65,71,0.797409,0.01
65,72,0.800651,0.01
65,73,0.80384,0.01
65,74,0.806979,0.01
65,75,0.810067,0.01
65,76,0.813106,0.01
65,77,0.816097,0.01
65,78,0.819039,0.01
65,79,0.821934,0.01
65,80,0.824783,0.01
65,81,0.827587,0.01
65,82,0.830345,0.01
65,83,0.83306,0.01
65,84,0.835731,0.01
65,85,0.838359,0.01
65,86,0.840946,0.01
65,87,0.84349,0.01
65,88,0.801316,0.01
65,89,0.804495,0.01
65,90,0.807623,0.01
65,91,0.810701,0.01
65,92,0.81373,0.01
65,93,0.81671,0.01
65,94,0.819643,0.01
65,95,0.778661,0.01
65,96,0.782202,0.01
65,97,0.785687,0.01
65,98,0.789116,0.01
65,99,0.79249,0.01
65,100,0.79581,0.01
66,1,0.50632,0.25
66,2,0.513043,0.125
66,3,0.520011,0.0625
66,4,0.527115,0.03125
66,5,0.534277,0.015625
66,6,0.541447,0.01
66,7,0.548586,0.01
66,8,0.55567,0.01
66,9,0.562682,0.01
66,10,0.569612,0.01
66,11,0.576451,0.01
66,12,0.583194,0.01
66,13,0.58984,0.01
66,14,0.596386,0.01
66,15,0.602832,0.01
66,16,0.572691,0.01
66,17,0.544056,0.01
66,18,0.551343,0.01
66,19,0.558516,0.01
66,20,0.565576,0.01
66,21,0.572524,0.01
66,22,0.579362,0.01
66,23,0.586091,0.01
66,24,0.592712,0.01
66,25,0.599228,0.01
66,26,0.60564,0.01
66,27,0.61195,0.01
66,28,0.618158,0.01
66,29,0.624268,0.01
66,30,0.630279,0.01
66,31,0.636195,0.01
66,32,0.642015,0.01
66,33,0.609915,0.01
66,34,0.616156,0.01
66,35,0.622297,0.01
66,36,0.628341,0.01
66,37,0.634287,0.01
66,38,0.640139,0.01
66,39,0.645896,0.01
66,40,0.651562,0.01
66,41,0.657137,0.01
66,42,0.662623,0.01
66,43,0.668021,0.01
66,44,0.673333,0.01
66,45,0.678559,0.01
66,46,0.683702,0.01
66,47,0.688763,0.01
66,48,0.693743,0.01
66,49,0.698643,0.01
66,50,0.703465,0.01
66,51,0.668291,0.01
66,52,0.673599,0.01
66,53,0.678821,0.01
66,54,0.68396,0.01
66,55,0.689017,0.01
66,56,0.693992,0.01
66,57,0.698889,0.01
66,58,0.703706,0.01
66,59,0.708447,0.01
66,60,0.713112,0.01
66,61,0.717702,0.01
66,62,0.722219,0.01
66,63,0.726663,0.01
66,64,0.731037,0.01
66,65,0.73534,0.01
66,66,0.739575,0.01
66,67,0.702596,0.01
66,68,0.707354,0.01
66,69,0.712037,0.01
66,70,0.716644,0.01
66,71,0.721178,0.01
66,72,0.725639,0.01
66,73,0.689357,0.01
66,74,0.694327,0.01
66,75,0.699218,0.01
66,76,0.704031,0.01
66,77,0.708766,0.01
66,78,0.713426,0.01
66,79,0.718011,0.01
66,80,0.722523,0.01
66,81,0.726963,0.01
66,82,0.731331,0.01
66,83,0.73563,0.01
66,84,0.73986,0.01
66,85,0.744022,0.01
66,86,0.748118,0.01
66,87,0.752148,0.01
66,88,0.756113,0.01
66,89,0.760016,0.01
66,90,0.763855,0.01
66,91,0.767634,0.01
66,92,0.771352,0.01
66,93,0.732784,0.01
66,94,0.737059,0.01
66,95,0.741266,0.01
66,96,0.745406,0.01
66,97,0.74948,0.01
66,98,0.753488,0.01
66,99,0.757432,0.01
66,100,0.761313,0.01
67,1,0.50632,0.25
67,2,0.513043,0.125
67,3,0.520011,0.0625
67,4,0.527115,0.03125
67,5,0.534277,0.029688
67,6,0.541447,0.01
67,7,0.548586,0.01
67,8,0.55567,0.01
67,9,0.562682,0.01
67,10,0.569612,0.01
67,11,0.541131,0.01
67,12,0.548426,0.01
67,13,0.555618,0.01
67,14,0.562704,0.01
67,15,0.569685,0.01
67,16,0.576559,0.01
67,17,0.583326,0.01
67,18,0.589987,0.01
67,19,0.596543,0.01
67,20,0.602996,0.01
67,21,0.609346,0.01
67,22,0.615595,0.01
67,23,0.621745,0.01
67,24,0.627796,0.01
67,25,0.596406,0.01
67,26,0.602863,0.01
67,27,0.609217,0.01
67,28,0.615469,0.01
67,29,0.621622,0.01
67,30,0.627676,0.01
67,31,0.633633,0.01
67,32,0.639495,0.01
67,33,0.645263,0.01
67,34,0.650938,0.01
67,35,0.618392,0.01
67,36,0.624497,0.01
67,37,0.630505,0.01
67,38,0.59898,0.01
67,39,0.605396,0.01
67,40,0.61171,0.01
67,41,0.617923,0.01
67,42,0.624036,0.01
67,43,0.630051,0.01
67,44,0.63597,0.01
67,45,0.641795,0.01
67,46,0.647526,0.01
67,47,0.653166,0.01
67,48,0.658715,0.01
67,49,0.625779,0.01
67,50,0.631767,0.01
67,51,0.637659,0.01
67,52,0.643456,0.01
67,53,0.649161,0.01
67,54,0.654774,0.01
67,55,0.660298,0.01
67,56,0.627283,0.01
67,57,0.633246,0.01
67,58,0.639114,0.01
67,59,0.644889,0.01
67,60,0.65057,0.01
67,61,0.656161,0.01
67,62,0.661663,0.01
67,63,0.667076,0.01
67,64,0.672403,0.01
67,65,0.677644,0.01
67,66,0.682802,0.01
67,67,0.687877,0.01
67,68,0.692871,0.01
67,69,0.697785,0.01
67,70,0.702621,0.01
67,71,0.707379,0.01
67,72,0.712061,0.01
67,73,0.716668,0.01
67,74,0.721201,0.01
67,75,0.725662,0.01
67,76,0.730051,0.01
67,77,0.73437,0.01
67,78,0.738621,0.01
67,79,0.742803,0.01
67,80,0.746918,0.01
67,81,0.709572,0.01
67,82,0.714219,0.01
67,83,0.718791,0.01
67,84,0.723291,0.01
67,85,0.727718,0.01
67,86,0.732074,0.01
67,87,0.736361,0.01
67,88,0.740579,0.01
67,89,0.74473,0.01
67,90,0.748815,0.01
67,91,0.752833,0.01
67,92,0.756788,0.01
67,93,0.76068,0.01
67,94,0.722646,0.01
67,95,0.727083,0.01
67,96,0.73145,0.01
67,97,0.694877,0.01
67,98,0.660134,0.01
67,99,0.665571,0.01
67,100,0.670922,0.01
68,1,0.50632,0.475
68,2,0.513043,0.2375
68,3,0.520011,0.11875
68,4,0.527115,0.059375
68,5,0.534277,0.029688
68,6,0.541447,0.01
68,7,0.548586,0.01
68,8,0.55567,0.01
68,9,0.562682,0.01
68,10,0.569612,0.01
68,11,0.541131,0.01
68,12,0.548426,0.01
68,13,0.555618,0.01
68,14,0.562704,0.01
68,15,0.569685,0.01
68,16,0.576559,0.01
68,17,0.583326,0.01
68,18,0.554159,0.01
68,19,0.561287,0.01
68,20,0.568303,0.01
68,21,0.575207,0.01
68,22,0.582002,0.01
68,23,0.588689,0.01
68,24,0.595269,0.01
68,25,0.601744,0.01
68,26,0.608115,0.01
68,27,0.614385,0.01
68,28,0.583666,0.01
68,29,0.590327,0.01
68,30,0.596882,0.01
68,31,0.603331,0.01
68,32,0.573165,0.01
68,33,0.579994,0.01
68,34,0.586714,0.01
68,35,0.593327,0.01
68,36,0.599833,0.01
68,37,0.606236,0.01
68,38,0.612536,0.01
68,39,0.618736,0.01
68,40,0.624836,0.01
68,41,0.630839,0.01
68,42,0.599297,0.01
68,43,0.605708,0.01
68,44,0.612017,0.01
68,45,0.618224,0.01
68,46,0.624333,0.01
68,47,0.630343,0.01
68,48,0.636258,0.01
68,49,0.642078,0.01
68,50,0.647804,0.01
68,51,0.65344,0.01
68,52,0.658985,0.01
68,53,0.664441,0.01
68,54,0.66981,0.01
68,55,0.675093,0.01
68,56,0.680291,0.01
68,57,0.685407,0.01
68,58,0.651136,0.01
68,59,0.656718,0.01
68,60,0.623882,0.01
68,61,0.6299,0.01
68,62,0.635822,0.01
68,63,0.641649,0.01
68,64,0.647382,0.01
68,65,0.653024,0.01
68,66,0.658576,0.01
68,67,0.664038,0.01
68,68,0.669414,0.01
68,69,0.674703,0.01
68,70,0.679908,0.01
68,71,0.685029,0.01
68,72,0.690069,0.01
68,73,0.695028,0.01
68,74,0.699907,0.01
68,75,0.704709,0.01
68,76,0.709434,0.01
68,77,0.714083,0.01
68,78,0.718657,0.01
68,79,0.723159,0.01
68,80,0.687001,0.01
68,81,0.692009,0.01
68,82,0.696937,0.01
68,83,0.701786,0.01
68,84,0.706557,0.01
68,85,0.711252,0.01
68,86,0.715872,0.01
68,87,0.680079,0.01
68,88,0.646075,0.01
68,89,0.613771,0.01
68,90,0.619951,0.01
68,91,0.626031,0.01
68,92,0.632015,0.01
68,93,0.637903,0.01
68,94,0.643696,0.01
68,95,0.649397,0.01
68,96,0.616927,0.01
68,97,0.623056,0.01
68,98,0.629087,0.01
68,99,0.635022,0.01
68,100,0.640862,0.01
69,1,0.50632,0.25
69,2,0.513043,0.125
69,3,0.520011,0.0625
69,4,0.527115,0.03125
69,5,0.534277,0.015625
69,6,0.541447,0.01
69,7,0.548586,0.01
69,8,0.55567,0.01
69,9,0.562682,0.01
69,10,0.569612,0.01
69,11,0.576451,0.01
69,12,0.583194,0.01
69,13,0.58984,0.01
69,14,0.596386,0.01
69,15,0.602832,0.01
69,16,0.609179,0.01
69,17,0.615427,0.01
69,18,0.621576,0.01
69,19,0.627628,0.01
69,20,0.633584,0.01
69,21,0.639445,0.01
69,22,0.645213,0.01
69,23,0.650889,0.01
69,24,0.618345,0.01
69,25,0.624451,0.01
69,26,0.630459,0.01
69,27,0.636372,0.01
69,28,0.64219,0.01
69,29,0.647914,0.01
69,30,0.653548,0.01
69,31,0.659091,0.01
69,32,0.664545,0.01
69,33,0.669913,0.01
69,34,0.675194,0.01
69,35,0.680391,0.01
69,36,0.685505,0.01
69,37,0.690537,0.01
69,38,0.695488,0.01
69,39,0.70036,0.01
69,40,0.665342,0.01
69,41,0.670697,0.01
69,42,0.675966,0.01
69,43,0.68115,0.01
69,44,0.686252,0.01
69,45,0.691272,0.01
69,46,0.696211,0.01
69,47,0.701072,0.01
69,48,0.705855,0.01
69,49,0.710561,0.01
69,50,0.715192,0.01
69,51,0.719749,0.01
69,52,0.724233,0.01
69,53,0.728645,0.01
69,54,0.732987,0.01
69,55,0.737259,0.01
69,56,0.741463,0.01
69,57,0.7456,0.01
69,58,0.74967,0.01
69,59,0.753675,0.01
69,60,0.757617,0.01
69,61,0.761495,0.01
69,62,0.765311,0.01
69,63,0.769066,0.01
69,64,0.730613,0.01
69,65,0.734923,0.01
69,66,0.739164,0.01
69,67,0.743337,0.01
69,68,0.747444,0.01
69,69,0.751485,0.01
69,70,0.755461,0.01
69,71,0.759374,0.01
69,72,0.763224,0.01
69,73,0.767012,0.01
69,74,0.77074,0.01
69,75,0.774408,0.01
69,76,0.778018,0.01
69,77,0.781569,0.01
69,78,0.785064,0.01
69,79,0.788503,0.01
69,80,0.791887,0.01
69,81,0.795217,0.01
69,82,0.798493,0.01
69,83,0.801718,0.01
69,84,0.80489,0.01
69,85,0.808012,0.01
69,86,0.811084,0.01
69,87,0.814106,0.01
69,88,0.817081,0.01
69,89,0.820007,0.01
69,90,0.822887,0.01
69,91,0.825721,0.01
69,92,0.828509,0.01
69,93,0.787084,0.01
69,94,0.74773,0.01
69,95,0.751766,0.01
69,96,0.755738,0.01
69,97,0.759646,0.01
69,98,0.763492,0.01
69,99,0.767276,0.01
69,100,0.770999,0.01
70,1,0.50632,0.25
70,2,0.513043,0.125
70,3,0.520011,0.0625
70,4,0.527115,0.03125
70,5,0.534277,0.015625
70,6,0.541447,0.01
70,7,0.548586,0.01
70,8,0.521156,0.01
70,9,0.52868,0.01
70,10,0.536124,0.01
70,11,0.543478,0.01
70,12,0.550735,0.01
70,13,0.55789,0.01
70,14,0.564941,0.01
70,15,0.571885,0.01
70,16,0.578724,0.01
70,17,0.585456,0.01
70,18,0.592083,0.01
70,19,0.598606,0.01
70,20,0.605026,0.01
70,21,0.611343,0.01
70,22,0.61756,0.01
70,23,0.623679,0.01
70,24,0.629699,0.01
70,25,0.635623,0.01
70,26,0.641453,0.01
70,27,0.64719,0.01
70,28,0.652834,0.01
70,29,0.658389,0.01
70,30,0.663855,0.01
70,31,0.669233,0.01
70,32,0.674525,0.01
70,33,0.679733,0.01
70,34,0.684857,0.01
70,35,0.689899,0.01
70,36,0.694861,0.01
70,37,0.699743,0.01
70,38,0.704547,0.01
70,39,0.709274,0.01
70,40,0.673811,0.01
70,41,0.67903,0.01
70,42,0.684165,0.01
70,43,0.689219,0.01
70,44,0.694191,0.01
70,45,0.699084,0.01
70,46,0.703899,0.01
70,47,0.708636,0.01
70,48,0.713298,0.01
70,49,0.677633,0.01
70,50,0.682791,0.01
70,51,0.687866,0.01
70,52,0.692861,0.01
70,53,0.697775,0.01
70,54,0.70261,0.01
70,55,0.707369,0.01
70,56,0.712051,0.01
70,57,0.716658,0.01
70,58,0.721191,0.01
70,59,0.725652,0.01
70,60,0.730042,0.01
70,61,0.734361,0.01
70,62,0.738611,0.01
70,63,0.742794,0.01
70,64,0.746909,0.01
70,65,0.750958,0.01
70,66,0.754943,0.01
70,67,0.758864,0.01
70,68,0.762722,0.01
70,69,0.766519,0.01
70,70,0.770254,0.01
70,71,0.77393,0.01
70,72,0.777547,0.01
70,73,0.781107,0.01
70,74,0.784609,0.01
70,75,0.788055,0.01
70,76,0.791446,0.01
70,77,0.794783,0.01
70,78,0.798067,0.01
70,79,0.801298,0.01
70,80,0.804477,0.01
70,81,0.807605,0.01
70,82,0.810683,0.01
70,83,0.813713,0.01
70,84,0.816693,0.01
70,85,0.819626,0.01
70,86,0.778645,0.01
70,87,0.782186,0.01
70,88,0.785671,0.01
70,89,0.746388,0.01
70,90,0.750446,0.01
70,91,0.754439,0.01
70,92,0.758368,0.01
70,93,0.762234,0.01
70,94,0.766038,0.01
70,95,0.769781,0.01
70,96,0.773465,0.01
70,97,0.777089,0.01
70,98,0.780656,0.01
70,99,0.784165,0.01
70,100,0.787619,0.01
71,1,0.50632,0.25
71,2,0.513043,0.125
71,3,0.520011,0.0625
71,4,0.527115,0.03125
71,5,0.534277,0.015625
71,6,0.541447,0.01
71,7,0.548586,0.01
71,8,0.55567,0.01
71,9,0.562682,0.01
71,10,0.569612,0.01
71,11,0.576451,0.01
71,12,0.583194,0.01
71,13,0.58984,0.01
71,14,0.560348,0.01
71,15,0.567366,0.01
71,16,0.574277,0.01
71,17,0.58108,0.01
71,18,0.587777,0.01
71,19,0.594369,0.01
71,20,0.600856,0.01
71,21,0.607241,0.01
71,22,0.613524,0.01
71,23,0.619706,0.01
71,24,0.62579,0.01
71,25,0.631777,0.01
71,26,0.637668,0.01
71,27,0.643466,0.01
71,28,0.64917,0.01
71,29,0.654783,0.01
71,30,0.660306,0.01
71,31,0.665742,0.01
71,32,0.67109,0.01
71,33,0.676352,0.01
71,34,0.681531,0.01
71,35,0.686626,0.01
71,36,0.69164,0.01
71,37,0.696574,0.01
71,38,0.701429,0.01
71,39,0.706206,0.01
71,40,0.710906,0.01
71,41,0.715532,0.01
71,42,0.720083,0.01
71,43,0.724562,0.01
71,44,0.728969,0.01
71,45,0.733306,0.01
71,46,0.737573,0.01
71,47,0.741772,0.01
71,48,0.745903,0.01
71,49,0.749969,0.01
71,50,0.753969,0.01
71,51,0.757906,0.01
71,52,0.761779,0.01
71,53,0.765591,0.01
71,54,0.769341,0.01
71,55,0.773032,0.01
71,56,0.776663,0.01
71,57,0.780237,0.01
71,58,0.783753,0.01
71,59,0.787213,0.01
71,60,0.790617,0.01
71,61,0.793968,0.01
71,62,0.797264,0.01
71,63,0.800508,0.01
71,64,0.8037,0.01
71,65,0.806841,0.01
71,66,0.809931,0.01
71,67,0.812972,0.01
71,68,0.815965,0.01
71,69,0.818909,0.01
71,70,0.821807,0.01
71,71,0.824658,0.01
71,72,0.827463,0.01
71,73,0.830224,0.01
71,74,0.83294,0.01
71,75,0.835613,0.01
71,76,0.838243,0.01
71,77,0.840832,0.01
71,78,0.843378,0.01
71,79,0.845884,0.01
71,80,0.84835,0.01
71,81,0.805933,0.01
71,82,0.809038,0.01
71,83,0.812093,0.01
71,84,0.815099,0.01
71,85,0.818058,0.01
71,86,0.820969,0.01
71,87,0.823833,0.01
71,88,0.826652,0.01
71,89,0.829426,0.01
71,90,0.832155,0.01
71,91,0.83484,0.01
71,92,0.837483,0.01
71,93,0.840083,0.01
71,94,0.842642,0.01
71,95,0.84516,0.01
71,96,0.847637,0.01
71,97,0.850075,0.01
71,98,0.852474,0.01
71,99,0.854834,0.01
71,100,0.857157,0.01
