seed,round,honest_r_eff,attacker_r_eff
52,68,0.75543,0.01
52,69,0.759343,0.01
52,70,0.763193,0.01
52,71,0.766982,0.01
52,72,0.770711,0.01
52,73,0.774379,0.01
52,74,0.777989,0.01
52,75,0.781541,0.01
52,76,0.785037,0.01
52,77,0.788476,0.01
52,78,0.791861,0.01
52,79,0.795191,0.01
52,80,0.798468,0.01
52,81,0.801692,0.01
52,82,0.804865,0.01
52,83,0.807987,0.01
52,84,0.81106,0.01
52,85,0.814083,0.01
52,86,0.817057,0.01
52,87,0.776204,0.01
52,88,0.779785,0.01
52,89,0.740796,0.01
52,90,0.744943,0.01
52,91,0.749024,0.01
52,92,0.75304,0.01
52,93,0.756991,0.01
52,94,0.760879,0.01
52,95,0.764705,0.01
52,96,0.76847,0.01
52,97,0.772174,0.01
52,98,0.775819,0.01
52,99,0.779406,0.01
52,100,0.782936,0.01
53,1,0.50632,0.25
53,2,0.513043,0.125
53,3,0.520011,0.0625
53,4,0.527115,0.03125
53,5,0.534277,0.015625
53,6,0.541447,0.01
53,7,0.514374,0.01
53,8,0.521947,0.01
53,9,0.529457,0.01
53,10,0.536889,0.01
53,11,0.544231,0.01
53,12,0.551476,0.01
53,13,0.558619,0.01
53,14,0.565658,0.01
53,15,0.572591,0.01
53,16,0.579418,0.01
53,17,0.586139,0.01
53,18,0.592756,0.01
53,19,0.599268,0.01
53,20,0.605677,0.01
53,21,0.611984,0.01
53,22,0.618191,0.01
53,23,0.624299,0.01
53,24,0.593084,0.01
53,25,0.599594,0.01
53,26,0.606,0.01
53,27,0.612304,0.01
53,28,0.618507,0.01
53,29,0.62461,0.01
53,30,0.630616,0.01
53,31,0.636526,0.01
53,32,0.642342,0.01
53,33,0.648064,0.01
53,34,0.653695,0.01
53,35,0.659236,0.01
53,36,0.664688,0.01
53,37,0.670053,0.01
53,38,0.675333,0.01
53,39,0.680527,0.01
53,40,0.685639,0.01
53,41,0.690669,0.01
53,42,0.695618,0.01
53,43,0.700488,0.01
53,44,0.70528,0.01
53,45,0.709996,0.01
53,46,0.714636,0.01
53,47,0.719202,0.01
53,48,0.723694,0.01
53,49,0.728115,0.01
53,50,0.732465,0.01
53,51,0.736746,0.01
53,52,0.740958,0.01
53,53,0.745103,0.01
53,54,0.749181,0.01
53,55,0.753194,0.01
53,56,0.757143,0.01
53,57,0.761029,0.01
53,58,0.764852,0.01
53,59,0.768615,0.01
53,60,0.772317,0.01
53,61,0.77596,0.01
53,62,0.779544,0.01
53,63,0.783072,0.01
53,64,0.786543,0.01
53,65,0.789958,0.01
53,66,0.793319,0.01
53,67,0.796625,0.01
53,68,0.799879,0.01
53,69,0.803081,0.01
53,70,0.806232,0.01
53,71,0.809332,0.01
53,72,0.812383,0.01
53,73,0.815385,0.01
53,74,0.818339,0.01
53,75,0.821245,0.01
53,76,0.824105,0.01
53,77,0.82692,0.01
53,78,0.829689,0.01
53,79,0.832414,0.01
53,80,0.835095,0.01
53,81,0.837734,0.01
53,82,0.84033,0.01
53,83,0.842885,0.01
53,84,0.845399,0.01
53,85,0.847872,0.01
53,86,0.850306,0.01
53,87,0.852701,0.01
53,88,0.855058,0.01
53,89,0.857377,0.01
53,90,0.859659,0.01
53,91,0.861905,0.01
53,92,0.864114,0.01
53,93,0.866288,0.01
53,94,0.868428,0.01
53,95,0.870533,0.01
53,96,0.872604,0.01
53,97,0.874643,0.01
53,98,0.876648,0.01
53,99,0.878622,0.01
53,100,0.880564,0.01
54,1,0.50632,0.25
54,2,0.513043,0.125
54,3,0.487391,0.0625
54,4,0.494769,0.03125
54,5,0.502277,0.029688
54,6,0.509837,0.01
54,7,0.517397,0.01
54,8,0.524921,0.01
54,9,0.532384,0.01
54,10,0.539769,0.01
54,11,0.547065,0.01
54,12,0.554265,0.01
54,13,0.561363,0.01
54,14,0.568358,0.01
54,15,0.575248,0.01
54,16,0.582033,0.01
54,17,0.588712,0.01
54,18,0.595287,0.01
54,19,0.601759,0.01
54,20,0.608128,0.01
54,21,0.614396,0.01
54,22,0.620564,0.01
54,23,0.626634,0.01
54,24,0.632607,0.01
54,25,0.638485,0.01
54,26,0.644269,0.01
54,27,0.649961,0.01
54,28,0.655561,0.01
54,29,0.622783,0.01
54,30,0.628818,0.01
54,31,0.634757,0.01
54,32,0.640601,0.01
54,33,0.608571,0.01
54,34,0.614834,0.01
54,35,0.620996,0.01
54,36,0.62706,0.01
54,37,0.633027,0.01
54,38,0.638899,0.01
54,39,0.644677,0.01
54,40,0.650362,0.01
54,41,0.617844,0.01
54,42,0.623958,0.01
54,43,0.629975,0.01
54,44,0.635895,0.01
54,45,0.641721,0.01
54,46,0.647453,0.01
54,47,0.653094,0.01
54,48,0.658645,0.01
54,49,0.664106,0.01
54,50,0.669481,0.01
54,51,0.674769,0.01
54,52,0.679973,0.01
54,53,0.685093,0.01
54,54,0.690132,0.01
54,55,0.695089,0.01
54,56,0.699968,0.01
54,57,0.704769,0.01
54,58,0.709492,0.01
54,59,0.71414,0.01
54,60,0.718714,0.01
54,61,0.723215,0.01
54,62,0.727643,0.01
54,63,0.732001,0.01
54,64,0.736289,0.01
54,65,0.699475,0.01
54,66,0.704283,0.01
54,67,0.709014,0.01
54,68,0.71367,0.01
54,69,0.718251,0.01
54,70,0.722759,0.01
54,71,0.727195,0.01
54,72,0.73156,0.01
54,73,0.735855,0.01
54,74,0.740082,0.01
54,75,0.703077,0.01
54,76,0.707828,0.01
54,77,0.712503,0.01
54,78,0.717103,0.01
54,79,0.721629,0.01
54,80,0.726083,0.01
54,81,0.730466,0.01
54,82,0.734778,0.01
54,83,0.739022,0.01
54,84,0.743198,0.01
54,85,0.747306,0.01
54,86,0.75135,0.01
54,87,0.755328,0.01
54,88,0.759243,0.01
54,89,0.763095,0.01
54,90,0.766885,0.01
54,91,0.770615,0.01
54,92,0.774285,0.01
54,93,0.777897,0.01
54,94,0.78145,0.01
54,95,0.784947,0.01
54,96,0.788388,0.01
54,97,0.791774,0.01
54,98,0.795105,0.01
54,99,0.798384,0.01
54,100,0.80161,0.01
55,1,0.50632,0.25
55,2,0.513043,0.125
55,3,0.520011,0.0625
55,4,0.527115,0.059375
55,5,0.534277,0.029688
55,6,0.541447,0.01
55,7,0.514374,0.01
55,8,0.521947,0.01
55,9,0.529457,0.01
55,10,0.536889,0.01
55,11,0.544231,0.01
55,12,0.517019,0.01
55,13,0.5247,0.01
55,14,0.532271,0.01
55,15,0.539732,0.01
55,16,0.54708,0.01
55,17,0.554315,0.01
55,18,0.561438,0.01
55,19,0.568449,0.01
55,20,0.57535,0.01
55,21,0.582142,0.01
55,22,0.588826,0.01
55,23,0.595403,0.01
55,24,0.601876,0.01
55,25,0.608245,0.01
55,26,0.614513,0.01
55,27,0.62068,0.01
55,28,0.626749,0.01
55,29,0.632721,0.01
55,30,0.638597,0.01
55,31,0.64438,0.01
55,32,0.65007,0.01
55,33,0.655668,0.01
55,34,0.661178,0.01
55,35,0.666599,0.01
55,36,0.633269,0.01
55,37,0.639137,0.01
55,38,0.64491,0.01
55,39,0.650592,0.01
55,40,0.656182,0.01
55,41,0.661683,0.01
55,42,0.667096,0.01
55,43,0.672423,0.01
55,44,0.677664,0.01
55,45,0.682822,0.01
55,46,0.687896,0.01
55,47,0.69289,0.01
55,48,0.697804,0.01
55,49,0.702639,0.01
55,50,0.707397,0.01
55,51,0.712078,0.01
55,52,0.716685,0.01
55,53,0.721218,0.01
55,54,0.725679,0.01
55,55,0.730068,0.01
55,56,0.734387,0.01
55,57,0.738637,0.01
55,58,0.742818,0.01
55,59,0.746933,0.01
55,60,0.750982,0.01
55,61,0.754967,0.01
55,62,0.758887,0.01
55,63,0.762745,0.01
55,64,0.766541,0.01
55,65,0.770276,0.01
55,66,0.773952,0.01
55,67,0.777569,0.01
55,68,0.781128,0.01
55,69,0.78463,0.01
55,70,0.788076,0.01
55,71,0.791466,0.01
55,72,0.794803,0.01
55,73,0.798086,0.01
55,74,0.801317,0.01
55,75,0.804496,0.01
55,76,0.807624,0.01
55,77,0.810702,0.01
55,78,0.81373,0.01
55,79,0.816711,0.01
55,80,0.819643,0.01
55,81,0.822529,0.01
55,82,0.825369,0.01
55,83,0.828163,0.01
55,84,0.830912,0.01
55,85,0.833618,0.01
55,86,0.83628,0.01
55,87,0.838899,0.01
55,88,0.841477,0.01
55,89,0.844013,0.01
55,90,0.801812,0.01
55,91,0.804983,0.01
55,92,0.808104,0.01
55,93,0.811174,0.01
55,94,0.814195,0.01
55,95,0.817168,0.01
55,96,0.77631,0.01
55,97,0.779889,0.01
55,98,0.783411,0.01
55,99,0.786876,0.01
55,100,0.790286,0.01
56,1,0.50632,0.25
56,2,0.513043,0.125
56,3,0.520011,0.0625
56,4,0.527115,0.03125
56,5,0.534277,0.015625
56,6,0.541447,0.01
56,7,0.548586,0.01
56,8,0.55567,0.01
56,9,0.562682,0.01
56,10,0.569612,0.01
56,11,0.576451,0.01
56,12,0.547628,0.01
56,13,0.554833,0.01
56,14,0.561932,0.01
56,15,0.568925,0.01
56,16,0.575811,0.01
56,17,0.58259,0.01
56,18,0.589263,0.01
56,19,0.595831,0.01
56,20,0.602295,0.01
56,21,0.608656,0.01
56,22,0.614916,0.01
56,23,0.621077,0.01
56,24,0.627139,0.01
56,25,0.595782,0.01
56,26,0.602249,0.01
56,27,0.608613,0.01
56,28,0.614874,0.01
56,29,0.621036,0.01
56,30,0.6271,0.01
56,31,0.633066,0.01
56,32,0.638937,0.01
56,33,0.644714,0.01
56,34,0.650398,0.01
56,35,0.655992,0.01
56,36,0.661496,0.01
56,37,0.666912,0.01
56,38,0.672242,0.01
56,39,0.677486,0.01
56,40,0.682646,0.01
56,41,0.687724,0.01
56,42,0.69272,0.01
56,43,0.697636,0.01
56,44,0.702474,0.01
56,45,0.707235,0.01
56,46,0.711919,0.01
56,47,0.716528,0.01
56,48,0.721064,0.01
56,49,0.725527,0.01
56,50,0.729918,0.01
56,51,0.73424,0.01
56,52,0.738492,0.01
56,53,0.742676,0.01
56,54,0.746793,0.01
56,55,0.750844,0.01
56,56,0.754831,0.01
56,57,0.758754,0.01
56,58,0.762614,0.01
56,59,0.766412,0.01
56,60,0.770149,0.01
56,61,0.773827,0.01
56,62,0.777446,0.01
56,63,0.781006,0.01
56,64,0.78451,0.01
56,65,0.787958,0.01
56,66,0.791351,0.01
56,67,0.794689,0.01
56,68,0.797974,0.01
56,69,0.801207,0.01
56,70,0.804387,0.01
56,71,0.807517,0.01
56,72,0.810597,0.01
56,73,0.813627,0.01
56,74,0.816609,0.01
56,75,0.819543,0.01
56,76,0.822431,0.01
56,77,0.825272,0.01
56,78,0.828068,0.01
56,79,0.830818,0.01
56,80,0.833525,0.01
56,81,0.836189,0.01
56,82,0.83881,0.01
56,83,0.841389,0.01
56,84,0.843927,0.01
56,85,0.846424,0.01
56,86,0.848881,0.01
56,87,0.851299,0.01
56,88,0.853678,0.01
56,89,0.856019,0.01
56,90,0.858323,0.01
56,91,0.86059,0.01
56,92,0.86282,0.01
56,93,0.865015,0.01
56,94,0.867175,0.01
56,95,0.8693,0.01
56,96,0.871392,0.01
56,97,0.873449,0.01
56,98,0.875474,0.01
56,99,0.8317,0.01
56,100,0.834393,0.01
57,1,0.50632,0.25
57,2,0.513043,0.125
57,3,0.520011,0.0625
57,4,0.527115,0.03125
57,5,0.534277,0.015625
57,6,0.541447,0.01
57,7,0.548586,0.01
57,8,0.55567,0.01
57,9,0.562682,0.01
57,10,0.569612,0.01
57,11,0.576451,0.01
57,12,0.583194,0.01
57,13,0.58984,0.01
57,14,0.560348,0.01
57,15,0.53233,0.01
57,16,0.539797,0.01
57,17,0.547149,0.01
57,18,0.554386,0.01
57,19,0.561511,0.01
57,20,0.568522,0.01
57,21,0.575423,0.01
57,22,0.582215,0.01
57,23,0.588898,0.01
57,24,0.595475,0.01
57,25,0.601946,0.01
57,26,0.608315,0.01
57,27,0.614581,0.01
57,28,0.620748,0.01
57,29,0.626816,0.01
57,30,0.632787,0.01
57,31,0.638662,0.01
57,32,0.644443,0.01
57,33,0.650132,0.01
57,34,0.65573,0.01
57,35,0.661238,0.01
57,36,0.666658,0.01
57,37,0.671992,0.01
57,38,0.67724,0.01
57,39,0.682404,0.01
57,40,0.687486,0.01
57,41,0.692486,0.01
57,42,0.697406,0.01
57,43,0.702248,0.01
57,44,0.707012,0.01
57,45,0.7117,0.01
57,46,0.716312,0.01
57,47,0.720851,0.01
57,48,0.725318,0.01
57,49,0.729713,0.01
57,50,0.734037,0.01
57,51,0.738293,0.01
57,52,0.74248,0.01
57,53,0.7466,0.01
57,54,0.750655,0.01
57,55,0.754644,0.01
57,56,0.75857,0.01
57,57,0.762433,0.01
57,58,0.766234,0.01
57,59,0.769974,0.01
57,60,0.773655,0.01
57,61,0.777276,0.01
57,62,0.78084,0.01
57,63,0.784346,0.01
57,64,0.787797,0.01
57,65,0.791192,0.01
57,66,0.794533,0.01
57,67,0.79782,0.01
57,68,0.801055,0.01
57,69,0.804238,0.01
57,70,0.80737,0.01
57,71,0.810453,0.01
57,72,0.813485,0.01
57,73,0.81647,0.01
57,74,0.819406,0.01
57,75,0.822296,0.01
57,76,0.825139,0.01
57,77,0.827937,0.01
57,78,0.83069,0.01
57,79,0.833399,0.01
57,80,0.836064,0.01
57,81,0.838687,0.01
57,82,0.841268,0.01
57,83,0.843808,0.01
57,84,0.846307,0.01
57,85,0.848766,0.01
57,86,0.851186,0.01
57,87,0.853567,0.01
57,88,0.810888,0.01
57,89,0.813914,0.01
57,90,0.816892,0.01
57,91,0.819821,0.01
57,92,0.822704,0.01
57,93,0.825541,0.01
57,94,0.828332,0.01
57,95,0.831079,0.01
57,96,0.833782,0.01
57,97,0.836441,0.01
57,98,0.839058,0.01
57,99,0.841633,0.01
57,100,0.844167,0.01
58,1,0.50632,0.25
58,2,0.513043,0.125
58,3,0.520011,0.0625
58,4,0.527115,0.03125
58,5,0.534277,0.015625
58,6,0.541447,0.01
58,7,0.548586,0.01
58,8,0.55567,0.01
58,9,0.562682,0.01
58,10,0.534548,0.01
58,11,0.541928,0.01
58,12,0.549209,0.01
58,13,0.556389,0.01
58,14,0.563463,0.01
58,15,0.570432,0.01
58,16,0.577293,0.01
58,17,0.584049,0.01
58,18,0.590698,0.01
58,19,0.597243,0.01
58,20,0.603685,0.01
58,21,0.610024,0.01
58,22,0.616262,0.01
58,23,0.622401,0.01
58,24,0.628442,0.01
58,25,0.634386,0.01
58,26,0.640236,0.01
58,27,0.645992,0.01
58,28,0.651656,0.01
58,29,0.657229,0.01
58,30,0.624368,0.01
58,31,0.593149,0.01
58,32,0.599659,0.01
58,33,0.606064,0.01
58,34,0.612367,0.01
58,35,0.618569,0.01
58,36,0.624672,0.01
58,37,0.630677,0.01
58,38,0.636587,0.01
58,39,0.642401,0.01
58,40,0.648123,0.01
58,41,0.653753,0.01
58,42,0.621065,0.01
58,43,0.627128,0.01
58,44,0.633094,0.01
58,45,0.638965,0.01
58,46,0.644741,0.01
58,47,0.650425,0.01
58,48,0.656018,0.01
58,49,0.661522,0.01
58,50,0.628446,0.01
58,51,0.634391,0.01
58,52,0.640241,0.01
58,53,0.645997,0.01
58,54,0.651661,0.01
58,55,0.657234,0.01
58,56,0.662719,0.01
58,57,0.668115,0.01
58,58,0.673425,0.01
58,59,0.67865,0.01
58,60,0.683792,0.01
58,61,0.688851,0.01
58,62,0.69383,0.01
58,63,0.698728,0.01
58,64,0.703549,0.01
58,65,0.708292,0.01
58,66,0.712959,0.01
58,67,0.717552,0.01
58,68,0.722071,0.01
58,69,0.726518,0.01
58,70,0.730894,0.01
58,71,0.735199,0.01
58,72,0.739436,0.01
58,73,0.743605,0.01
58,74,0.747708,0.01
58,75,0.751744,0.01
58,76,0.755716,0.01
58,77,0.759625,0.01
58,78,0.763471,0.01
58,79,0.767255,0.01
58,80,0.770979,0.01
58,81,0.774644,0.01
58,82,0.778249,0.01
58,83,0.781797,0.01
58,84,0.785289,0.01
58,85,0.788724,0.01
58,86,0.792104,0.01
58,87,0.795431,0.01
58,88,0.798704,0.01
58,89,0.801925,0.01
58,90,0.761828,0.01
58,91,0.765639,0.01
58,92,0.769389,0.01
58,93,0.773079,0.01
58,94,0.776709,0.01
58,95,0.780282,0.01
58,96,0.783797,0.01
58,97,0.787257,0.01
58,98,0.790661,0.01
58,99,0.79401,0.01
58,100,0.797306,0.01
59,1,0.50632,0.25
59,2,0.513043,0.125
59,3,0.520011,0.0625
59,4,0.527115,0.03125
59,5,0.534277,0.015625
59,6,0.541447,0.01
59,7,0.548586,0.01
59,8,0.55567,0.01
59,9,0.562682,0.01
59,10,0.569612,0.01
59,11,0.576451,0.01
59,12,0.583194,0.01
59,13,0.58984,0.01
59,14,0.596386,0.01
59,15,0.602832,0.01
59,16,0.609179,0.01
59,17,0.615427,0.01
59,18,0.621576,0.01
59,19,0.627628,0.01
59,20,0.633584,0.01
59,21,0.639445,0.01
59,22,0.645213,0.01
59,23,0.650889,0.01
59,24,0.656475,0.01
59,25,0.661971,0.01
59,26,0.667379,0.01
59,27,0.672701,0.01
59,28,0.677937,0.01
59,29,0.68309,0.01
59,30,0.648936,0.01
59,31,0.616489,0.01
59,32,0.622625,0.01
59,33,0.628663,0.01
59,34,0.634604,0.01
59,35,0.640451,0.01
59,36,0.646204,0.01
59,37,0.651864,0.01
59,38,0.657434,0.01
59,39,0.624563,0.01
59,40,0.63057,0.01
59,41,0.636481,0.01
59,42,0.642297,0.01
59,43,0.64802,0.01
59,44,0.653652,0.01
59,45,0.659193,0.01
59,46,0.664646,0.01
59,47,0.670012,0.01
59,48,0.675292,0.01
59,49,0.680487,0.01
59,50,0.685599,0.01
59,51,0.69063,0.01
59,52,0.69558,0.01
59,53,0.70045,0.01
59,54,0.705243,0.01
59,55,0.709959,0.01
59,56,0.7146,0.01
59,57,0.67887,0.01
59,58,0.684008,0.01
59,59,0.689064,0.01
59,60,0.694039,0.01
59,61,0.698934,0.01
59,62,0.703751,0.01
59,63,0.708491,0.01
59,64,0.713155,0.01
59,65,0.717745,0.01
59,66,0.722261,0.01
59,67,0.726705,0.01
59,68,0.731078,0.01
59,69,0.73538,0.01
59,70,0.739614,0.01
59,71,0.74378,0.01
59,72,0.74788,0.01
59,73,0.751914,0.01
59,74,0.755883,0.01
59,75,0.759789,0.01
59,76,0.763632,0.01
59,77,0.767414,0.01
59,78,0.771136,0.01
59,79,0.774798,0.01
59,80,0.778401,0.01
59,81,0.781946,0.01
59,82,0.785435,0.01
59,83,0.788868,0.01
59,84,0.792246,0.01
59,85,0.79557,0.01
59,86,0.798841,0.01
59,87,0.80206,0.01
59,88,0.805227,0.01
59,89,0.808343,0.01
59,90,0.81141,0.01
59,91,0.814427,0.01
59,92,0.817396,0.01
59,93,0.820318,0.01
59,94,0.823193,0.01
59,95,0.826022,0.01
59,96,0.784721,0.01
59,97,0.788165,0.01
59,98,0.791555,0.01
59,99,0.79489,0.01
59,100,0.798171,0.01
60,1,0.50632,0.25
60,2,0.513043,0.125
60,3,0.520011,0.0625
60,4,0.527115,0.059375
60,5,0.534277,0.029688
60,6,0.541447,0.01
60,7,0.548586,0.01
60,8,0.55567,0.01
60,9,0.562682,0.01
60,10,0.569612,0.01
60,11,0.576451,0.01
60,12,0.583194,0.01
60,13,0.58984,0.01
60,14,0.596386,0.01
60,15,0.602832,0.01
60,16,0.609179,0.01
60,17,0.615427,0.01
60,18,0.584655,0.01
60,19,0.555423,0.01
60,20,0.562532,0.01
60,21,0.569529,0.01
60,22,0.576414,0.01
60,23,0.58319,0.01
60,24,0.589858,0.01
60,25,0.59642,0.01
60,26,0.602877,0.01
60,27,0.60923,0.01
60,28,0.615483,0.01
60,29,0.584708,0.01
60,30,0.591353,0.01
60,31,0.597891,0.01
60,32,0.604325,0.01
60,33,0.610656,0.01
60,34,0.616885,0.01
60,35,0.623015,0.01
60,36,0.629047,0.01
60,37,0.634982,0.01
60,38,0.603233,0.01
60,39,0.609581,0.01
60,40,0.615828,0.01
60,41,0.621974,0.01
60,42,0.628023,0.01
60,43,0.633975,0.01
60,44,0.639831,0.01
60,45,0.645594,0.01
60,46,0.613314,0.01
60,47,0.619501,0.01
60,48,0.625589,0.01
60,49,0.594309,0.01
60,50,0.6008,0.01
60,51,0.607188,0.01
60,52,0.613473,0.01
60,53,0.619657,0.01
60,54,0.588674,0.01
60,55,0.595255,0.01
60,56,0.601731,0.01
60,57,0.608104,0.01
60,58,0.614374,0.01
60,59,0.620544,0.01
60,60,0.626615,0.01
60,61,0.632589,0.01
60,62,0.638468,0.01
60,63,0.644253,0.01
60,64,0.649945,0.01
60,65,0.655545,0.01
60,66,0.661057,0.01
60,67,0.66648,0.01
60,68,0.671816,0.01
60,69,0.677067,0.01
60,70,0.682234,0.01
60,71,0.687318,0.01
60,72,0.692321,0.01
60,73,0.697244,0.01
60,74,0.702088,0.01
60,75,0.706855,0.01
60,76,0.671512,0.01
60,77,0.637936,0.01
60,78,0.643729,0.01
60,79,0.64943,0.01
60,80,0.655039,0.01
60,81,0.660558,0.01
60,82,0.665989,0.01
60,83,0.671333,0.01
60,84,0.676592,0.01
60,85,0.681767,0.01
60,86,0.686858,0.01
60,87,0.691869,0.01
60,88,0.696799,0.01
60,89,0.70165,0.01
60,90,0.706424,0.01
60,91,0.711121,0.01
60,92,0.715743,0.01
60,93,0.720291,0.01
60,94,0.724766,0.01
60,95,0.72917,0.01
60,96,0.733503,0.01
60,97,0.737767,0.01
60,98,0.741963,0.01
60,99,0.746092,0.01
60,100,0.750154,0.01
61,1,0.50632,0.25
61,2,0.513043,0.125
61,3,0.520011,0.11875
61,4,0.527115,0.059375
61,5,0.534277,0.029688
61,6,0.541447,0.01
61,7,0.548586,0.01
61,8,0.55567,0.01
61,9,0.562682,0.01
61,10,0.534548,0.01
61,11,0.541928,0.01
61,12,0.549209,0.01
61,13,0.556389,0.01
61,14,0.563463,0.01
61,15,0.570432,0.01
61,16,0.577293,0.01
61,17,0.584049,0.01
61,18,0.554846,0.01
61,19,0.561963,0.01
61,20,0.568968,0.01
61,21,0.575862,0.01
61,22,0.582646,0.01
61,23,0.589322,0.01
61,24,0.595892,0.01
61,25,0.602357,0.01
61,26,0.572239,0.01
61,27,0.579083,0.01
61,28,0.585817,0.01
61,29,0.592444,0.01
61,30,0.562822,0.01
61,31,0.569817,0.01
61,32,0.576699,0.01
61,33,0.583472,0.01
61,34,0.590137,0.01
61,35,0.596694,0.01
61,36,0.603147,0.01
61,37,0.609497,0.01
61,38,0.615745,0.01
61,39,0.621893,0.01
61,40,0.627943,0.01
61,41,0.633896,0.01
61,42,0.639753,0.01
61,43,0.607766,0.01
61,44,0.614041,0.01
61,45,0.620217,0.01
61,46,0.626293,0.01
61,47,0.632273,0.01
61,48,0.638156,0.01
61,49,0.643946,0.01
61,50,0.649643,0.01
61,51,0.655248,0.01
61,52,0.660764,0.01
61,53,0.666192,0.01
61,54,0.671533,0.01
61,55,0.676788,0.01
61,56,0.68196,0.01
61,57,0.687048,0.01
61,58,0.692056,0.01
61,59,0.696983,0.01
61,60,0.701831,0.01
61,61,0.706602,0.01
61,62,0.711296,0.01
61,63,0.715915,0.01
61,64,0.720461,0.01
61,65,0.724933,0.01
61,66,0.729334,0.01
61,67,0.733665,0.01
61,68,0.737926,0.01
61,69,0.74212,0.01
61,70,0.746246,0.01
61,71,0.750306,0.01
61,72,0.754301,0.01
61,73,0.758232,0.01
61,74,0.7621,0.01
61,75,0.765907,0.01
61,76,0.769652,0.01
61,77,0.773338,0.01
61,78,0.776964,0.01
61,79,0.780533,0.01
61,80,0.784044,0.01
61,81,0.7875,0.01
61,82,0.7909,0.01
61,83,0.794245,0.01
61,84,0.797537,0.01
61,85,0.800777,0.01
61,86,0.803964,0.01
61,87,0.807101,0.01
61,88,0.810187,0.01
61,89,0.813224,0.01
61,90,0.816213,0.01
61,91,0.819153,0.01
61,92,0.822047,0.01
61,93,0.824894,0.01
61,94,0.783649,0.01
61,95,0.787111,0.01
61,96,0.790517,0.01
61,97,0.793869,0.01
61,98,0.797167,0.01
61,99,0.800412,0.01
61,100,0.803606,0.01
62,1,0.475,0.25
62,2,0.48172,0.125
62,3,0.488836,0.0625
62,4,0.496192,0.03125
62,5,0.503677,0.015625
62,6,0.511214,0.014844
62,7,0.518753,0.01
62,8,0.526255,0.01
62,9,0.533696,0.01
62,10,0.54106,0.01
62,11,0.548336,0.01
62,12,0.555515,0.01
62,13,0.562593,0.01
62,14,0.569569,0.01
62,15,0.576439,0.01
62,16,0.547617,0.01
62,17,0.554844,0.01
62,18,0.561959,0.01
62,19,0.568962,0.01
62,20,0.575854,0.01
62,21,0.582638,0.01
62,22,0.589314,0.01
62,23,0.595883,0.01
62,24,0.602348,0.01
62,25,0.60871,0.01
62,26,0.61497,0.01
62,27,0.621131,0.01
62,28,0.627192,0.01
62,29,0.633157,0.01
62,30,0.639026,0.01
62,31,0.644802,0.01
62,32,0.650485,0.01
62,33,0.656077,0.01
62,34,0.66158,0.01
62,35,0.666995,0.01
62,36,0.672323,0.01
62,37,0.677566,0.01
62,38,0.682724,0.01
62,39,0.687801,0.01
62,40,0.692796,0.01
62,41,0.697711,0.01
62,42,0.702548,0.01
62,43,0.707307,0.01
62,44,0.71199,0.01
62,45,0.716598,0.01
62,46,0.721133,0.01
62,47,0.725595,0.01
62,48,0.729985,0.01
62,49,0.734305,0.01
62,50,0.738557,0.01
62,51,0.74274,0.01
62,52,0.746856,0.01
62,53,0.750906,0.01
62,54,0.754892,0.01
62,55,0.758813,0.01
62,56,0.762672,0.01
62,57,0.76647,0.01
62,58,0.770206,0.01
62,59,0.773883,0.01
62,60,0.777501,0.01
62,61,0.781061,0.01
62,62,0.784564,0.01
62,63,0.788011,0.01
62,64,0.791402,0.01
62,65,0.79474,0.01
62,66,0.798024,0.01
62,67,0.801256,0.01
62,68,0.804436,0.01
62,69,0.807565,0.01
62,70,0.810644,0.01
62,71,0.813673,0.01
62,72,0.816655,0.01
62,73,0.819588,0.01
62,74,0.822475,0.01
62,75,0.825315,0.01
62,76,0.82811,0.01
62,77,0.83086,0.01
62,78,0.833567,0.01
62,79,0.83623,0.01
62,80,0.83885,0.01
62,81,0.841428,0.01
62,82,0.843965,0.01
62,83,0.846462,0.01
62,84,0.848919,0.01
62,85,0.806473,0.01
62,86,0.809569,0.01
62,87,0.812616,0.01
62,88,0.815614,0.01
62,89,0.818564,0.01
62,90,0.821467,0.01
62,91,0.824324,0.01
62,92,0.827135,0.01
62,93,0.785778,0.01
62,94,0.789205,0.01
62,95,0.792578,0.01
62,96,0.795897,0.01
62,97,0.799163,0.01
62,98,0.802376,0.01
62,99,0.805538,0.01
62,100,0.808649,0.01
63,1,0.50632,0.25
63,2,0.481004,0.125
63,3,0.488132,0.0625
63,4,0.495499,0.03125
63,5,0.502994,0.015625
63,6,0.510543,0.01
63,7,0.518092,0.01
63,8,0.525605,0.01
63,9,0.533057,0.01
63,10,0.540431,0.01
63,11,0.547716,0.01
63,12,0.554906,0.01
63,13,0.561994,0.01
63,14,0.533894,0.01
63,15,0.541329,0.01
63,16,0.548651,0.01
63,17,0.555861,0.01
63,18,0.562959,0.01
63,19,0.569947,0.01
63,20,0.576824,0.01
63,21,0.583592,0.01
63,22,0.590252,0.01
63,23,0.596807,0.01
63,24,0.603257,0.01
63,25,0.609604,0.01
63,26,0.61585,0.01
63,27,0.621996,0.01
63,28,0.628044,0.01
63,29,0.633995,0.01
63,30,0.639851,0.01
63,31,0.645613,0.01
63,32,0.651284,0.01
63,33,0.656863,0.01
63,34,0.662353,0.01
63,35,0.667755,0.01
63,36,0.673071,0.01
63,37,0.678302,0.01
63,38,0.683449,0.01
63,39,0.688514,0.01
