seed,round,honest_r_can,attacker_r_can,attacker_r_old
107,95,0.801142,0.01,0.716258
107,96,0.804324,0.01,0.724515
107,97,0.807455,0.01,0.73413
107,98,0.810536,0.01,0.744428
107,99,0.813567,0.01,0.754958
107,100,0.81655,0.01,0.722235
107,101,0.775723,0.01,0.685922
107,102,0.779311,0.01,0.692874
107,103,0.740345,0.01,0.658561
107,104,0.7445,0.01,0.667086
107,105,0.748588,0.01,0.63477
107,106,0.75261,0.01,0.644788
107,107,0.756569,0.01,0.657209
107,108,0.760464,0.01,0.670937
107,109,0.764296,0.01,0.685231
107,110,0.768067,0.01,0.657482
107,111,0.771778,0.01,0.66917
107,112,0.77543,0.01,0.682173
107,113,0.779023,0.01,0.69576
107,114,0.782559,0.01,0.709445
107,115,0.786038,0.01,0.680575
107,116,0.789461,0.01,0.691207
107,117,0.79283,0.01,0.703062
107,118,0.796144,0.01,0.715466
107,119,0.799406,0.01,0.727971
107,120,0.802616,0.01,0.697624
107,121,0.805774,0.01,0.707164
107,122,0.808881,0.01,0.717976
107,123,0.811939,0.01,0.72939
107,124,0.814948,0.01,0.74096
107,125,0.817909,0.01,0.709483
107,126,0.820823,0.01,0.718216
107,127,0.823689,0.01,0.728271
107,128,0.82651,0.01,0.738979
107,129,0.829286,0.01,0.749889
107,130,0.832018,0.01,0.717621
107,131,0.834705,0.01,0.725791
107,132,0.83735,0.01,0.735323
107,133,0.839952,0.01,0.745542
107,134,0.797955,0.01,0.712781
107,135,0.758057,0.01,0.676695
107,136,0.761928,0.01,0.683964
107,137,0.765737,0.01,0.693779
107,138,0.769486,0.01,0.705049
107,139,0.773174,0.01,0.717031
107,140,0.776803,0.01,0.686496
107,141,0.780374,0.01,0.696198
107,142,0.783888,0.01,0.707344
107,143,0.787346,0.01,0.719197
107,144,0.790748,0.01,0.731265
107,145,0.794096,0.01,0.700458
107,146,0.797391,0.01,0.709714
107,147,0.800633,0.01,0.720288
107,148,0.803823,0.01,0.731499
107,149,0.806961,0.01,0.742893
107,150,0.81005,0.01,0.711216
107,151,0.813089,0.01,0.719814
107,152,0.772435,0.01,0.686272
107,153,0.776076,0.01,0.694541
107,154,0.779659,0.01,0.704788
107,155,0.783184,0.01,0.673045
107,156,0.786653,0.01,0.682473
107,157,0.790067,0.01,0.693726
107,158,0.793426,0.01,0.705932
107,159,0.796731,0.01,0.718506
107,160,0.799983,0.01,0.688451
107,161,0.803183,0.01,0.698337
107,162,0.806332,0.01,0.709558
107,163,0.809431,0.01,0.721415
107,164,0.81248,0.01,0.733439
107,165,0.81548,0.01,0.70254
107,166,0.818433,0.01,0.711706
107,167,0.821338,0.01,0.722179
107,168,0.824196,0.01,0.733286
107,169,0.827009,0.01,0.744574
107,170,0.829777,0.01,0.712764
107,171,0.832501,0.01,0.721263
107,172,0.835181,0.01,0.731103
107,173,0.837818,0.01,0.741612
107,174,0.840413,0.01,0.752337
107,175,0.842966,0.01,0.719848
107,176,0.845479,0.01,0.727863
107,177,0.847951,0.01,0.73725
107,178,0.850384,0.01,0.747336
107,179,0.852778,0.01,0.757666
107,180,0.855133,0.01,0.724705
107,181,0.857451,0.01,0.732384
107,182,0.859732,0.01,0.741458
107,183,0.861976,0.01,0.751252
107,184,0.864185,0.01,0.761311
107,185,0.866358,0.01,0.728025
107,186,0.82304,0.01,0.691197
107,187,0.825871,0.01,0.697783
107,188,0.828657,0.01,0.706866
107,189,0.831399,0.01,0.717386
107,190,0.834096,0.01,0.685573
107,191,0.836751,0.01,0.694685
107,192,0.839363,0.01,0.705477
107,193,0.841933,0.01,0.717139
107,194,0.799836,0.01,0.686324
107,195,0.803039,0.01,0.652188
107,196,0.80619,0.01,0.660942
107,197,0.809291,0.01,0.672204
107,198,0.812343,0.01,0.684865
107,199,0.815345,0.01,0.698174
107,200,0.8183,0.01,0.669252
108,1,0.50632,0.50632,0.52079
108,2,0.481004,0.481004,0.5027
108,3,0.488132,0.488132,0.5225
108,4,0.495499,0.495499,0.54384
108,5,0.502994,0.247749,0.525665
108,6,0.510543,0.25108,0.544906
108,7,0.518092,0.254568,0.565416
108,8,0.525605,0.25815,0.586324
108,9,0.533057,0.261777,0.607057
108,10,0.540431,0.130889,0.58681
108,11,0.547716,0.132483,0.603681
108,12,0.554906,0.134145,0.621422
108,13,0.561994,0.135847,0.639361
108,14,0.568979,0.137566,0.657056
108,15,0.54053,0.130688,0.632948
108,16,0.547865,0.132522,0.646932
108,17,0.555088,0.134349,0.661892
108,18,0.562198,0.136163,0.677177
108,19,0.569198,0.137959,0.692355
108,20,0.576087,0.068979,0.665199
108,21,0.582866,0.069744,0.676998
108,22,0.589539,0.070535,0.689908
108,23,0.596105,0.071342,0.703275
108,24,0.602566,0.072155,0.71666
108,25,0.608924,0.036077,0.687353
108,26,0.615181,0.036426,0.697623
108,27,0.621338,0.036791,0.709108
108,28,0.627396,0.037166,0.721147
108,29,0.633358,0.037546,0.733294
108,30,0.639224,0.018773,0.702507
108,31,0.607263,0.017834,0.667955
108,32,0.5769,0.016943,0.631927
108,33,0.583669,0.017134,0.640234
108,34,0.59033,0.017333,0.651636
108,35,0.596885,0.01,0.622195
108,36,0.603335,0.01,0.633872
108,37,0.609681,0.01,0.647601
108,38,0.615927,0.01,0.662381
108,39,0.622072,0.01,0.677538
108,40,0.628119,0.01,0.650727
108,41,0.634069,0.01,0.663016
108,42,0.639924,0.01,0.676538
108,43,0.645685,0.01,0.690581
108,44,0.651354,0.01,0.704671
108,45,0.656932,0.01,0.676269
108,46,0.662421,0.01,0.687222
108,47,0.667823,0.01,0.699369
108,48,0.673137,0.01,0.712041
108,49,0.678367,0.01,0.724791
108,50,0.644449,0.01,0.694734
108,51,0.650138,0.01,0.704479
108,52,0.655735,0.01,0.715479
108,53,0.661244,0.01,0.727069
108,54,0.666664,0.01,0.738801
108,55,0.671997,0.01,0.707518
108,56,0.677245,0.01,0.716388
108,57,0.682409,0.01,0.726571
108,58,0.687491,0.01,0.737397
108,59,0.692491,0.01,0.748416
108,60,0.697411,0.01,0.71628
108,61,0.702252,0.01,0.724543
108,62,0.707016,0.01,0.734162
108,63,0.711704,0.01,0.744462
108,64,0.716317,0.01,0.754992
108,65,0.720856,0.01,0.722269
108,66,0.725322,0.01,0.730118
108,67,0.729717,0.01,0.739349
108,68,0.734041,0.01,0.74929
108,69,0.738297,0.01,0.759485
108,70,0.742484,0.01,0.726362
108,71,0.746604,0.01,0.733926
108,72,0.750659,0.01,0.742893
108,73,0.754648,0.01,0.752588
108,74,0.758574,0.01,0.762554
108,75,0.762437,0.01,0.729157
108,76,0.766238,0.01,0.736528
108,77,0.769978,0.01,0.745314
108,78,0.773658,0.01,0.754841
108,79,0.77728,0.01,0.764651
108,80,0.780843,0.01,0.731067
108,81,0.78435,0.01,0.738305
108,82,0.7878,0.01,0.746968
108,83,0.791195,0.01,0.75638
108,84,0.794536,0.01,0.766083
108,85,0.797824,0.01,0.732371
108,86,0.801058,0.01,0.739518
108,87,0.804241,0.01,0.748098
108,88,0.807374,0.01,0.757431
108,89,0.767005,0.01,0.723609
108,90,0.770733,0.01,0.686558
108,91,0.774401,0.01,0.693143
108,92,0.778011,0.01,0.702321
108,93,0.781562,0.01,0.712997
108,94,0.785057,0.01,0.724428
108,95,0.788497,0.01,0.693234
108,96,0.791881,0.01,0.702468
108,97,0.795211,0.01,0.713178
108,98,0.798487,0.01,0.724627
108,99,0.801711,0.01,0.736318
108,100,0.804884,0.01,0.70506
108,101,0.808006,0.01,0.713997
108,102,0.811078,0.01,0.724273
108,103,0.814101,0.01,0.735208
108,104,0.817075,0.01,0.746344
108,105,0.820002,0.01,0.714359
108,106,0.822882,0.01,0.722739
108,107,0.825716,0.01,0.73247
108,108,0.828504,0.01,0.742879
108,109,0.831248,0.01,0.753513
108,110,0.833948,0.01,0.720917
108,111,0.836605,0.01,0.728856
108,112,0.839219,0.01,0.738174
108,113,0.841792,0.01,0.748194
108,114,0.844323,0.01,0.758464
108,115,0.846814,0.01,0.725431
108,116,0.849265,0.01,0.73306
108,117,0.851677,0.01,0.742087
108,118,0.809093,0.01,0.708374
108,119,0.812147,0.01,0.716063
108,120,0.815153,0.01,0.681823
108,121,0.818111,0.01,0.689859
108,122,0.821021,0.01,0.700051
108,123,0.823884,0.01,0.711435
108,124,0.826702,0.01,0.723358
108,125,0.785367,0.01,0.692619
108,126,0.788801,0.01,0.702085
108,127,0.79218,0.01,0.712954
108,128,0.795506,0.01,0.72451
108,129,0.798777,0.01,0.736274
108,130,0.801997,0.01,0.70508
108,131,0.805165,0.01,0.714048
108,132,0.808282,0.01,0.724343
108,133,0.81135,0.01,0.735288
108,134,0.814368,0.01,0.74643
108,135,0.817338,0.01,0.714448
108,136,0.820261,0.01,0.722826
108,137,0.823137,0.01,0.732555
108,138,0.78198,0.01,0.699685
108,139,0.785468,0.01,0.707972
108,140,0.788901,0.01,0.674451
108,141,0.792278,0.01,0.682996
108,142,0.795602,0.01,0.693663
108,143,0.798872,0.01,0.705489
108,144,0.80209,0.01,0.717825
108,145,0.805257,0.01,0.687578
108,146,0.808373,0.01,0.697394
108,147,0.811439,0.01,0.708588
108,148,0.814456,0.01,0.720447
108,149,0.817425,0.01,0.732493
108,150,0.820346,0.01,0.701636
108,151,0.82322,0.01,0.710843
108,152,0.826049,0.01,0.72136
108,153,0.828832,0.01,0.732513
108,154,0.831571,0.01,0.743847
108,155,0.834265,0.01,0.712095
108,156,0.836917,0.01,0.720637
108,157,0.839527,0.01,0.730518
108,158,0.842094,0.01,0.741065
108,159,0.844621,0.01,0.751827
108,160,0.847107,0.01,0.719383
108,161,0.849553,0.01,0.727429
108,162,0.85196,0.01,0.736846
108,163,0.854329,0.01,0.746959
108,164,0.85666,0.01,0.757315
108,165,0.858953,0.01,0.724385
108,166,0.86121,0.01,0.732086
108,167,0.86343,0.01,0.741181
108,168,0.865615,0.01,0.750994
108,169,0.867766,0.01,0.761071
108,170,0.869881,0.01,0.727806
108,171,0.871963,0.01,0.73527
108,172,0.874012,0.01,0.744144
108,173,0.876028,0.01,0.753752
108,174,0.878011,0.01,0.763637
108,175,0.879963,0.01,0.730144
108,176,0.881884,0.01,0.737446
108,177,0.883773,0.01,0.746169
108,178,0.885633,0.01,0.755636
108,179,0.887463,0.01,0.765391
108,180,0.889264,0.01,0.731741
108,181,0.891035,0.01,0.738932
108,182,0.892779,0.01,0.747552
108,183,0.894494,0.01,0.756923
108,184,0.896182,0.01,0.766588
108,185,0.851373,0.01,0.732831
108,186,0.853751,0.01,0.739947
108,187,0.856091,0.01,0.748496
108,188,0.858394,0.01,0.757802
108,189,0.86066,0.01,0.767406
108,190,0.862889,0.01,0.733577
108,191,0.865083,0.01,0.74064
108,192,0.867241,0.01,0.749142
108,193,0.869366,0.01,0.758402
108,194,0.871456,0.01,0.767965
108,195,0.873512,0.01,0.734086
108,196,0.875536,0.01,0.741114
108,197,0.877528,0.01,0.749582
108,198,0.879487,0.01,0.758813
108,199,0.881415,0.01,0.768347
108,200,0.883313,0.01,0.734433
109,1,0.50632,0.50632,0.52079
109,2,0.513043,0.513043,0.54281
109,3,0.520011,0.520011,0.565173
109,4,0.527115,0.527115,0.587294
109,5,0.534277,0.263557,0.568735
109,6,0.541447,0.266695,0.586821
109,7,0.548586,0.269976,0.605706
109,8,0.55567,0.273341,0.624716
109,9,0.562682,0.276746,0.643414
109,10,0.569612,0.138373,0.62051
109,11,0.576451,0.139853,0.635351
109,12,0.583194,0.141401,0.65111
109,13,0.58984,0.142988,0.66714
109,14,0.596386,0.144595,0.683012
109,15,0.602832,0.072298,0.656688
109,16,0.609179,0.072989,0.669076
109,17,0.615427,0.073715,0.682536
109,18,0.621576,0.074461,0.696413
109,19,0.627628,0.075218,0.710274
109,20,0.596247,0.071457,0.681536
109,21,0.602705,0.072277,0.69221
109,22,0.60906,0.073095,0.704071
109,23,0.615314,0.073908,0.716459
109,24,0.584549,0.070213,0.686291
109,25,0.591195,0.035106,0.652568
109,26,0.597736,0.035477,0.661511
109,27,0.604171,0.035862,0.672884
109,28,0.610504,0.036256,0.685603
109,29,0.616736,0.036652,0.698935
109,30,0.622868,0.018326,0.670014
109,31,0.628902,0.018496,0.68086
109,32,0.63484,0.018674,0.69307
109,33,0.640682,0.018857,0.705914
109,34,0.646431,0.019042,0.718904
109,35,0.652089,0.01,0.689199
109,36,0.657655,0.01,0.699237
109,37,0.663133,0.01,0.710538
109,38,0.668522,0.01,0.722426
109,39,0.673826,0.01,0.734449
109,40,0.679045,0.01,0.703525
109,41,0.68418,0.01,0.712657
109,42,0.689233,0.01,0.723088
109,43,0.694206,0.01,0.734148
109,44,0.699098,0.01,0.745388
109,45,0.703913,0.01,0.713516
109,46,0.70865,0.01,0.721969
109,47,0.713312,0.01,0.731764
109,48,0.717899,0.01,0.74223
109,49,0.722412,0.01,0.752914
109,50,0.726854,0.01,0.720376
109,51,0.731224,0.01,0.728355
109,52,0.735524,0.01,0.737709
109,53,0.739756,0.01,0.747763
109,54,0.74392,0.01,0.758064
109,55,0.748017,0.01,0.725067
109,56,0.752049,0.01,0.732721
109,57,0.756016,0.01,0.741772
109,58,0.718215,0.01,0.708088
109,59,0.722724,0.01,0.715796
109,60,0.72716,0.01,0.68158
109,61,0.731526,0.01,0.689633
109,62,0.735821,0.01,0.699841
109,63,0.740048,0.01,0.711239
109,64,0.744207,0.01,0.723177
109,65,0.7483,0.01,0.692454
109,66,0.752327,0.01,0.701931
109,67,0.75629,0.01,0.712811
109,68,0.760189,0.01,0.724377
109,69,0.764026,0.01,0.73615
109,70,0.767802,0.01,0.704967
109,71,0.771517,0.01,0.713943
109,72,0.775173,0.01,0.724245
109,73,0.77877,0.01,0.735197
109,74,0.78231,0.01,0.746345
109,75,0.785793,0.01,0.71437
109,76,0.78922,0.01,0.722755
109,77,0.749759,0.01,0.688956
109,78,0.753763,0.01,0.697041
109,79,0.757703,0.01,0.707116
109,80,0.76158,0.01,0.675167
109,81,0.765394,0.01,0.684449
109,82,0.769148,0.01,0.695565
109,83,0.772842,0.01,0.707645
109,84,0.776476,0.01,0.7201
109,85,0.780053,0.01,0.689902
109,86,0.783572,0.01,0.699689
109,87,0.787035,0.01,0.710816
109,88,0.790442,0.01,0.722585
109,89,0.793795,0.01,0.734528
109,90,0.797094,0.01,0.703532
109,91,0.800341,0.01,0.712629
109,92,0.803535,0.01,0.723038
109,93,0.806679,0.01,0.734085
109,94,0.809772,0.01,0.745318
109,95,0.812815,0.01,0.713442
109,96,0.81581,0.01,0.721894
109,97,0.818757,0.01,0.73169
109,98,0.821657,0.01,0.742158
109,99,0.824511,0.01,0.752845
109,100,0.827319,0.01,0.720311
109,101,0.830082,0.01,0.728294
109,102,0.8328,0.01,0.737651
109,103,0.835475,0.01,0.747709
109,104,0.838108,0.01,0.758013
109,105,0.840698,0.01,0.725021
109,106,0.843247,0.01,0.732678
109,107,0.845755,0.01,0.741732
109,108,0.848223,0.01,0.751507
109,109,0.850651,0.01,0.761548
109,110,0.853041,0.01,0.728241
109,111,0.855392,0.01,0.735675
109,112,0.857706,0.01,0.744521
109,113,0.859983,0.01,0.754102
109,114,0.862223,0.01,0.763963
109,115,0.864427,0.01,0.730441
109,116,0.866597,0.01,0.737722
109,117,0.868731,0.01,0.746426
109,118,0.870831,0.01,0.755875
109,119,0.82729,0.01,0.722192
109,120,0.830053,0.01,0.685268
109,121,0.832772,0.01,0.691942
109,122,0.835448,0.01,0.701203
109,123,0.838081,0.01,0.711957
109,124,0.840671,0.01,0.72346
109,125,0.843221,0.01,0.692352
109,126,0.845729,0.01,0.701648
109,127,0.848198,0.01,0.712415
109,128,0.850626,0.01,0.723916
109,129,0.853016,0.01,0.735657
109,130,0.855368,0.01,0.704458
109,131,0.857682,0.01,0.713437
109,132,0.859959,0.01,0.723752
109,133,0.8622,0.01,0.734723
109,134,0.864405,0.01,0.745893
109,135,0.866574,0.01,0.713948
109,136,0.868709,0.01,0.722356
109,137,0.87081,0.01,0.732114
109,138,0.872877,0.01,0.742548
109,139,0.874911,0.01,0.753205
109,140,0.876912,0.01,0.720636
109,141,0.878882,0.01,0.728595
109,142,0.880819,0.01,0.73793
109,143,0.882726,0.01,0.747968
109,144,0.884603,0.01,0.758254
109,145,0.886449,0.01,0.725239
109,146,0.888266,0.01,0.732881
109,147,0.890054,0.01,0.741921
109,148,0.891813,0.01,0.751682
109,149,0.893544,0.01,0.761711
109,150,0.895247,0.01,0.728389
109,151,0.896923,0.01,0.735813
109,152,0.898572,0.01,0.744649
109,153,0.900195,0.01,0.754222
109,154,0.901792,0.01,0.764075
109,155,0.903363,0.01,0.730542
109,156,0.90491,0.01,0.737816
109,157,0.906431,0.01,0.746514
109,158,0.907928,0.01,0.755957
109,159,0.909401,0.01,0.765689
109,160,0.910851,0.01,0.732013
109,161,0.912277,0.01,0.739185
109,162,0.913681,0.01,0.747787
109,163,0.915062,0.01,0.757142
109,164,0.916421,0.01,0.766792
109,165,0.917758,0.01,0.733017
109,166,0.919074,0.01,0.74012
109,167,0.87312,0.01,0.704784
109,168,0.87515,0.01,0.711777
109,169,0.877148,0.01,0.720833
109,170,0.879114,0.01,0.687665
109,171,0.881048,0.01,0.696081
109,172,0.882951,0.01,0.706391
109,173,0.884824,0.01,0.717721
109,174,0.886667,0.01,0.729478
109,175,0.88848,0.01,0.698444
109,176,0.890264,0.01,0.707638
109,177,0.89202,0.01,0.718214
109,178,0.893748,0.01,0.72947
109,179,0.895448,0.01,0.740935
109,180,0.897121,0.01,0.709368
109,181,0.898767,0.01,0.71806
109,182,0.900386,0.01,0.728092
109,183,0.90198,0.01,0.738788
109,184,0.903549,0.01,0.749694
109,185,0.905092,0.01,0.717428
109,186,0.90661,0.01,0.725604
109,187,0.908105,0.01,0.735143
109,188,0.909575,0.01,0.745371
109,189,0.911022,0.01,0.755835
109,190,0.912445,0.01,0.723034
109,191,0.913846,0.01,0.730828
109,192,0.915225,0.01,0.74001
109,193,0.916581,0.01,0.749903
109,194,0.917916,0.01,0.760056
109,195,0.919229,0.01,0.726881
109,196,0.920521,0.01,0.734409
109,197,0.921793,0.01,0.743343
109,198,0.923044,0.01,0.753006
109,199,0.924276,0.01,0.762943
109,200,0.925487,0.01,0.729511
110,1,0.50632,0.50632,0.52079
110,2,0.513043,0.513043,0.54281
110,3,0.520011,0.520011,0.565173
110,4,0.527115,0.527115,0.587294
110,5,0.534277,0.263557,0.568735
110,6,0.541447,0.266695,0.586821
110,7,0.548586,0.269976,0.605706
110,8,0.55567,0.273341,0.624716
110,9,0.562682,0.276746,0.643414
110,10,0.569612,0.138373,0.62051
110,11,0.576451,0.139853,0.635351
110,12,0.583194,0.141401,0.65111
110,13,0.58984,0.142988,0.66714
110,14,0.560348,0.135839,0.64134
110,15,0.567366,0.067919,0.611605
110,16,0.574277,0.06867,0.623379
110,17,0.545563,0.065236,0.594953
110,18,0.552826,0.066079,0.607729
110,19,0.559975,0.066942,0.622718
110,20,0.567012,0.033471,0.5971
110,21,0.573937,0.033853,0.611171
110,22,0.580752,0.034253,0.626932
110,23,0.587458,0.034665,0.643467
110,24,0.594058,0.035082,0.660161
110,25,0.600552,0.017541,0.635108
110,26,0.570525,0.016664,0.606016
110,27,0.577396,0.016859,0.618224
110,28,0.584157,0.017062,0.632626
110,29,0.590811,0.01727,0.648156
110,30,0.597357,0.01,0.622386
110,31,0.6038,0.01,0.635813
110,32,0.610139,0.01,0.650642
110,33,0.616377,0.01,0.666076
110,34,0.622514,0.01,0.681582
110,35,0.628554,0.01,0.654974
110,36,0.634497,0.01,0.667266
110,37,0.602772,0.01,0.638216
110,38,0.609128,0.01,0.649717
110,39,0.615382,0.01,0.663002
110,40,0.621536,0.01,0.63492
110,41,0.627591,0.01,0.646959
110,42,0.63355,0.01,0.660651
110,43,0.639413,0.01,0.675136
110,44,0.645182,0.01,0.689835
110,45,0.65086,0.01,0.662326
110,46,0.618317,0.01,0.630939
110,47,0.624423,0.01,0.641487
110,48,0.630433,0.01,0.654323
110,49,0.636346,0.01,0.668381
110,50,0.642164,0.01,0.640839
110,51,0.610056,0.01,0.610006
110,52,0.616295,0.01,0.621292
110,53,0.622434,0.01,0.635028
110,54,0.628475,0.01,0.650075
110,55,0.63442,0.01,0.623839
110,56,0.640269,0.01,0.63701
110,57,0.646025,0.01,0.651648
110,58,0.651688,0.01,0.666936
110,59,0.657261,0.01,0.682329
110,60,0.662745,0.01,0.655605
110,61,0.668141,0.01,0.667827
110,62,0.673451,0.01,0.681204
110,63,0.678676,0.01,0.695055
110,64,0.683817,0.01,0.708927
110,65,0.688876,0.01,0.680233
110,66,0.693854,0.01,0.690956
110,67,0.698752,0.01,0.702876
110,68,0.703572,0.01,0.715326
110,69,0.708315,0.01,0.727864
110,70,0.712982,0.01,0.697548
110,71,0.717574,0.01,0.707105
110,72,0.722093,0.01,0.717928
110,73,0.72654,0.01,0.729352
110,74,0.690213,0.01,0.698032
110,75,0.695169,0.01,0.66326
110,76,0.700047,0.01,0.67146
110,77,0.704846,0.01,0.682142
110,78,0.709568,0.01,0.694218
110,79,0.714215,0.01,0.706952
110,80,0.678504,0.01,0.677316
110,81,0.683648,0.01,0.687655
110,82,0.68871,0.01,0.699393
110,83,0.693691,0.01,0.711798
110,84,0.698592,0.01,0.724379
110,85,0.703414,0.01,0.694186
110,86,0.708159,0.01,0.703878
110,87,0.712829,0.01,0.714857
110,88,0.717424,0.01,0.726445
110,89,0.721945,0.01,0.738189
110,90,0.726394,0.01,0.706932
110,91,0.730771,0.01,0.715827
110,92,0.735079,0.01,0.726038
110,93,0.739318,0.01,0.736893
110,94,0.743489,0.01,0.747943
110,95,0.706314,0.01,0.715843
110,96,0.711013,0.01,0.724135
110,97,0.715637,0.01,0.73378
110,98,0.679855,0.01,0.700806
110,99,0.684978,0.01,0.709019
110,100,0.690018,0.01,0.675407
110,101,0.694978,0.01,0.683888
110,102,0.699858,0.01,0.694493
110,103,0.70466,0.01,0.706263
110,104,0.709386,0.01,0.718546
110,105,0.714036,0.01,0.688235
110,106,0.718611,0.01,0.698005
110,107,0.723113,0.01,0.709157
110,108,0.686958,0.01,0.678095
110,109,0.691966,0.01,0.687734
110,110,0.696895,0.01,0.65588
110,111,0.701744,0.01,0.665642
110,112,0.706517,0.01,0.677463
110,113,0.711212,0.01,0.690379
110,114,0.715833,0.01,0.703738
110,115,0.72038,0.01,0.674725
110,116,0.724853,0.01,0.685421
110,117,0.729256,0.01,0.697437
110,118,0.733588,0.01,0.710065
110,119,0.73785,0.01,0.722827
110,120,0.742045,0.01,0.692829
110,121,0.746172,0.01,0.702644
110,122,0.750233,0.01,0.713729
110,123,0.754229,0.01,0.72541
110,124,0.758162,0.01,0.737237
110,125,0.762031,0.01,0.706074
110,126,0.765839,0.01,0.715033
110,127,0.769585,0.01,0.725303
110,128,0.773272,0.01,0.736212
110,129,0.7769,0.01,0.74731
110,130,0.780469,0.01,0.715269
110,131,0.783982,0.01,0.723601
110,132,0.787438,0.01,0.733283
110,133,0.790839,0.01,0.743644
110,134,0.794186,0.01,0.75423
110,135,0.797479,0.01,0.721575
110,136,0.800719,0.01,0.729471
110,137,0.803907,0.01,0.738747
110,138,0.807045,0.01,0.748729
110,139,0.810132,0.01,0.758963
110,140,0.81317,0.01,0.725886
110,141,0.816159,0.01,0.733484
110,142,0.775351,0.01,0.698739
110,143,0.778946,0.01,0.706152
110,144,0.782483,0.01,0.715599
110,145,0.743359,0.01,0.682897
110,146,0.747465,0.01,0.691645
110,147,0.751505,0.01,0.702263
110,148,0.755481,0.01,0.713878
110,149,0.717707,0.01,0.683103
110,150,0.722224,0.01,0.649078
110,151,0.726668,0.01,0.657956
110,152,0.731042,0.01,0.66936
110,153,0.735345,0.01,0.682173
110,154,0.739579,0.01,0.695637
110,155,0.743746,0.01,0.666912
110,156,0.747846,0.01,0.677922
110,157,0.751881,0.01,0.690299
110,158,0.755851,0.01,0.70331
110,159,0.759757,0.01,0.716463
110,160,0.763601,0.01,0.686959
110,161,0.725421,0.01,0.653642
110,162,0.729814,0.01,0.662755
110,163,0.734137,0.01,0.674213
110,164,0.738391,0.01,0.686959
110,165,0.742577,0.01,0.657824
110,166,0.746695,0.01,0.668842
110,167,0.750748,0.01,0.681414
110,168,0.754736,0.01,0.694737
110,169,0.75866,0.01,0.708271
110,170,0.762522,0.01,0.679299
110,171,0.766322,0.01,0.689911
110,172,0.77006,0.01,0.70178
110,173,0.773739,0.01,0.71422
110,174,0.77736,0.01,0.726774
110,175,0.780922,0.01,0.696498
110,176,0.784427,0.01,0.706099
110,177,0.787876,0.01,0.716971
110,178,0.79127,0.01,0.728447
110,179,0.79461,0.01,0.740076
110,180,0.797896,0.01,0.708672
110,181,0.80113,0.01,0.717458
110,182,0.804312,0.01,0.727564
110,183,0.807443,0.01,0.738319
110,184,0.810524,0.01,0.749274
110,185,0.813555,0.01,0.717059
110,186,0.816538,0.01,0.725268
110,187,0.819474,0.01,0.734836
110,188,0.822362,0.01,0.745089
110,189,0.825204,0.01,0.755575
110,190,0.828001,0.01,0.7228
110,191,0.830753,0.01,0.730612
110,192,0.833461,0.01,0.739809
110,193,0.791788,0.01,0.7063
110,194,0.795119,0.01,0.714132
110,195,0.798398,0.01,0.680065
110,196,0.801623,0.01,0.688223
110,197,0.804797,0.01,0.698528
110,198,0.80792,0.01,0.710018
110,199,0.810994,0.01,0.72204
110,200,0.814018,0.01,0.691418
111,1,0.50632,0.50632,0.52079
111,2,0.513043,0.513043,0.54281
111,3,0.520011,0.520011,0.565173
111,4,0.527115,0.527115,0.587294
111,5,0.534277,0.263557,0.568735
111,6,0.541447,0.266695,0.586821
111,7,0.514374,0.25336,0.56477
111,8,0.521947,0.256855,0.581275
111,9,0.529457,0.260429,0.599245
111,10,0.536889,0.130215,0.576789
111,11,0.544231,0.131802,0.59283
111,12,0.551476,0.133462,0.610257
111,13,0.558619,0.135165,0.628223
111,14,0.565658,0.13689,0.646167
111,15,0.572591,0.068445,0.622543
111,16,0.579418,0.069196,0.636992
111,17,0.586139,0.069981,0.652463
111,18,0.592756,0.070786,0.668276
111,19,0.599268,0.071601,0.683984
111,20,0.605677,0.035801,0.657493
111,21,0.611984,0.036152,0.669783
111,22,0.618191,0.03652,0.683164
111,23,0.624299,0.036899,0.696978
111,24,0.630309,0.037282,0.710785
111,25,0.636224,0.018641,0.681988
111,26,0.642044,0.018805,0.692623
111,27,0.647771,0.018978,0.704451
111,28,0.615383,0.018029,0.67409
111,29,0.621536,0.018222,0.684154
111,30,0.627592,0.01,0.652758
111,31,0.63355,0.01,0.66281
111,32,0.639413,0.01,0.674878
111,33,0.645183,0.01,0.688008
111,34,0.65086,0.01,0.701557
111,35,0.656446,0.01,0.672762
111,36,0.661943,0.01,0.683606
111,37,0.667352,0.01,0.695757
111,38,0.672674,0.01,0.708507
111,39,0.677911,0.01,0.721381
111,40,0.683065,0.01,0.691516
111,41,0.688136,0.01,0.701425
111,42,0.693125,0.01,0.712596
111,43,0.698035,0.01,0.724357
111,44,0.702867,0.01,0.736257
111,45,0.707621,0.01,0.705182
111,46,0.712299,0.01,0.714204
111,47,0.676684,0.01,0.681167
111,48,0.681857,0.01,0.689794
111,49,0.686947,0.01,0.700371
111,50,0.691956,0.01,0.669024
111,51,0.696885,0.01,0.678732
111,52,0.701735,0.01,0.690245
111,53,0.706507,0.01,0.702694
111,54,0.711203,0.01,0.715493
111,55,0.675643,0.01,0.685706
111,56,0.641861,0.01,0.652242
111,57,0.647591,0.01,0.661316
111,58,0.653229,0.01,0.672778
111,59,0.620568,0.01,0.642874
111,60,0.626639,0.01,0.610481
111,61,0.632613,0.01,0.62101
111,62,0.638491,0.01,0.634259
111,63,0.644275,0.01,0.649005
