seed,round,honest_r_eff,attacker_r_eff,total_slashed
45,173,0.833236,0.01,0.468559
45,174,0.826797,0.01,0.468559
45,175,0.829568,0.01,0.468559
45,176,0.832295,0.01,0.468559
45,177,0.834978,0.01,0.468559
45,178,0.833315,0.01,0.468559
45,179,0.835982,0.01,0.468559
45,180,0.838606,0.01,0.468559
45,181,0.841188,0.01,0.468559
45,182,0.843729,0.01,0.468559
45,183,0.84623,0.01,0.468559
45,184,0.84869,0.01,0.468559
45,185,0.851111,0.01,0.468559
45,186,0.84907,0.01,0.468559
45,187,0.851484,0.01,0.468559
45,188,0.853861,0.01,0.468559
45,189,0.856199,0.01,0.468559
45,190,0.8585,0.01,0.468559
45,191,0.860764,0.01,0.468559
45,192,0.862992,0.01,0.468559
45,193,0.860683,0.01,0.468559
45,194,0.862912,0.01,0.468559
45,195,0.860748,0.01,0.468559
45,196,0.862976,0.01,0.468559
45,197,0.860558,0.01,0.468559
45,198,0.858329,0.01,0.468559
45,199,0.85619,0.01,0.468559
45,200,0.858491,0.01,0.468559
46,1,0.50254,0.5056,0.0
46,2,0.505596,0.51183,0.0
46,3,0.509007,0.518465,0.0
46,4,0.512654,0.525346,0.0
46,5,0.516577,0.532365,0.0
46,6,0.517198,0.266182,0.1
46,7,0.524545,0.269062,0.1
46,8,0.531888,0.272154,0.1
46,9,0.539193,0.275378,0.1
46,10,0.539661,0.278677,0.1
46,11,0.543404,0.282011,0.1
46,12,0.550638,0.26791,0.1
46,13,0.554205,0.271479,0.1
46,14,0.561302,0.275034,0.1
46,15,0.568296,0.278563,0.1
46,16,0.57173,0.282056,0.1
46,17,0.575014,0.285508,0.1
46,18,0.578346,0.142754,0.19
46,19,0.581721,0.144102,0.19
46,20,0.584956,0.145538,0.19
46,21,0.591593,0.147029,0.19
46,22,0.598125,0.14855,0.19
46,23,0.604553,0.150085,0.19
46,24,0.607175,0.075042,0.271
46,25,0.613459,0.07564,0.271
46,26,0.616207,0.076289,0.271
46,27,0.615052,0.076969,0.271
46,28,0.617407,0.077668,0.271
46,29,0.616148,0.078377,0.271
46,30,0.622289,0.039189,0.3439
46,31,0.628333,0.03946,0.3439
46,32,0.630764,0.039757,0.3439
46,33,0.632704,0.040071,0.3439
46,34,0.634784,0.040395,0.3439
46,35,0.636941,0.040724,0.3439
46,36,0.64275,0.020362,0.40951
46,37,0.648466,0.020485,0.40951
46,38,0.650169,0.020622,0.40951
46,39,0.655766,0.020767,0.40951
46,40,0.657474,0.020917,0.40951
46,41,0.655249,0.02107,0.40951
46,42,0.657052,0.01,0.468559
46,43,0.658932,0.01,0.468559
46,44,0.660713,0.01,0.468559
46,45,0.666142,0.01,0.468559
46,46,0.663646,0.01,0.468559
46,47,0.669028,0.01,0.468559
46,48,0.674323,0.01,0.468559
46,49,0.679534,0.01,0.468559
46,50,0.684661,0.01,0.468559
46,51,0.68195,0.01,0.468559
46,52,0.68344,0.01,0.468559
46,53,0.688505,0.01,0.468559
46,54,0.693488,0.01,0.468559
46,55,0.698393,0.01,0.468559
46,56,0.703218,0.01,0.468559
46,57,0.707967,0.01,0.468559
46,58,0.70863,0.01,0.468559
46,59,0.709248,0.01,0.468559
46,60,0.7139,0.01,0.468559
46,61,0.710231,0.01,0.468559
46,62,0.710514,0.01,0.468559
46,63,0.707119,0.01,0.468559
46,64,0.711805,0.01,0.468559
46,65,0.716416,0.01,0.468559
46,66,0.720953,0.01,0.468559
46,67,0.717411,0.01,0.468559
46,68,0.721933,0.01,0.468559
46,69,0.726382,0.01,0.468559
46,70,0.72681,0.01,0.468559
46,71,0.731181,0.01,0.468559
46,72,0.735482,0.01,0.468559
46,73,0.739714,0.01,0.468559
46,74,0.739456,0.01,0.468559
46,75,0.739395,0.01,0.468559
46,76,0.743565,0.01,0.468559
46,77,0.743728,0.01,0.468559
46,78,0.743625,0.01,0.468559
46,79,0.743714,0.01,0.468559
46,80,0.747815,0.01,0.468559
46,81,0.75185,0.01,0.468559
46,82,0.75582,0.01,0.468559
46,83,0.759727,0.01,0.468559
46,84,0.763571,0.01,0.468559
46,85,0.767354,0.01,0.468559
46,86,0.766936,0.01,0.468559
46,87,0.770665,0.01,0.468559
46,88,0.774334,0.01,0.468559
46,89,0.777945,0.01,0.468559
46,90,0.781498,0.01,0.468559
46,91,0.784994,0.01,0.468559
46,92,0.788434,0.01,0.468559
46,93,0.791819,0.01,0.468559
46,94,0.791059,0.01,0.468559
46,95,0.790272,0.01,0.468559
46,96,0.793627,0.01,0.468559
46,97,0.796929,0.01,0.468559
46,98,0.800178,0.01,0.468559
46,99,0.803376,0.01,0.468559
46,100,0.806522,0.01,0.468559
46,101,0.809617,0.01,0.468559
46,102,0.808219,0.01,0.468559
46,103,0.806871,0.01,0.468559
46,104,0.805411,0.01,0.468559
46,105,0.804262,0.01,0.468559
46,106,0.802982,0.01,0.468559
46,107,0.801991,0.01,0.468559
46,108,0.800672,0.01,0.468559
46,109,0.803861,0.01,0.468559
46,110,0.806999,0.01,0.468559
46,111,0.801499,0.01,0.468559
46,112,0.800312,0.01,0.468559
46,113,0.799123,0.01,0.468559
46,114,0.802338,0.01,0.468559
46,115,0.8055,0.01,0.468559
46,116,0.804333,0.01,0.468559
46,117,0.807464,0.01,0.468559
46,118,0.810545,0.01,0.468559
46,119,0.813576,0.01,0.468559
46,120,0.812251,0.01,0.468559
46,121,0.815255,0.01,0.468559
46,122,0.818211,0.01,0.468559
46,123,0.82112,0.01,0.468559
46,124,0.823982,0.01,0.468559
46,125,0.826798,0.01,0.468559
46,126,0.829569,0.01,0.468559
46,127,0.832296,0.01,0.468559
46,128,0.834979,0.01,0.468559
46,129,0.833326,0.01,0.468559
46,130,0.831259,0.01,0.468559
46,131,0.833958,0.01,0.468559
46,132,0.836615,0.01,0.468559
46,133,0.834911,0.01,0.468559
46,134,0.837553,0.01,0.468559
46,135,0.840152,0.01,0.468559
46,136,0.838099,0.01,0.468559
46,137,0.831831,0.01,0.468559
46,138,0.834521,0.01,0.468559
46,139,0.832692,0.01,0.468559
46,140,0.835369,0.01,0.468559
46,141,0.838003,0.01,0.468559
46,142,0.840595,0.01,0.468559
46,143,0.843146,0.01,0.468559
46,144,0.841326,0.01,0.468559
46,145,0.843865,0.01,0.468559
46,146,0.846363,0.01,0.468559
46,147,0.848821,0.01,0.468559
46,148,0.85124,0.01,0.468559
46,149,0.849177,0.01,0.468559
46,150,0.838123,0.01,0.468559
46,151,0.840713,0.01,0.468559
46,152,0.838896,0.01,0.468559
46,153,0.841474,0.01,0.468559
46,154,0.84401,0.01,0.468559
46,155,0.846506,0.01,0.468559
46,156,0.844228,0.01,0.468559
46,157,0.84672,0.01,0.468559
46,158,0.849173,0.01,0.468559
46,159,0.851586,0.01,0.468559
46,160,0.840347,0.01,0.468559
46,161,0.842902,0.01,0.468559
46,162,0.845415,0.01,0.468559
46,163,0.847889,0.01,0.468559
46,164,0.850323,0.01,0.468559
46,165,0.848153,0.01,0.468559
46,166,0.850582,0.01,0.468559
46,167,0.852973,0.01,0.468559
46,168,0.855325,0.01,0.468559
46,169,0.85764,0.01,0.468559
46,170,0.859918,0.01,0.468559
46,171,0.85761,0.01,0.468559
46,172,0.859888,0.01,0.468559
46,173,0.86213,0.01,0.468559
46,174,0.864336,0.01,0.468559
46,175,0.866506,0.01,0.468559
46,176,0.868642,0.01,0.468559
46,177,0.861574,0.01,0.468559
46,178,0.859267,0.01,0.468559
46,179,0.856985,0.01,0.468559
46,180,0.850412,0.01,0.468559
46,181,0.852805,0.01,0.468559
46,182,0.841219,0.01,0.468559
46,183,0.843759,0.01,0.468559
46,184,0.837551,0.01,0.468559
46,185,0.840151,0.01,0.468559
46,186,0.842708,0.01,0.468559
46,187,0.845225,0.01,0.468559
46,188,0.843384,0.01,0.468559
46,189,0.84589,0.01,0.468559
46,190,0.848355,0.01,0.468559
46,191,0.846292,0.01,0.468559
46,192,0.840029,0.01,0.468559
46,193,0.842588,0.01,0.468559
46,194,0.840539,0.01,0.468559
46,195,0.84309,0.01,0.468559
46,196,0.831775,0.01,0.468559
46,197,0.830303,0.01,0.468559
46,198,0.833018,0.01,0.468559
46,199,0.831234,0.01,0.468559
46,200,0.833934,0.01,0.468559
47,1,0.5056,0.5056,0.0
47,2,0.508679,0.51183,0.0
47,3,0.512091,0.486239,0.0
47,4,0.519004,0.493283,0.0
47,5,0.526075,0.500567,0.0
47,6,0.533219,0.250284,0.1
47,7,0.540381,0.253357,0.1
47,8,0.547521,0.256659,0.1
47,9,0.55461,0.2601,0.1
47,10,0.558135,0.263623,0.1
47,11,0.561605,0.267183,0.1
47,12,0.561709,0.133592,0.19
47,13,0.568678,0.13504,0.19
47,14,0.575549,0.136589,0.19
47,15,0.5787,0.138201,0.19
47,16,0.585426,0.139848,0.19
47,17,0.592048,0.132855,0.19
47,18,0.594883,0.066428,0.271
47,19,0.601359,0.06715,0.271
47,20,0.607734,0.067925,0.271
47,21,0.614007,0.068733,0.271
47,22,0.612959,0.06956,0.271
47,23,0.61548,0.070395,0.271
47,24,0.621631,0.035198,0.3439
47,25,0.624095,0.035532,0.3439
47,26,0.626264,0.035891,0.3439
47,27,0.632243,0.036267,0.3439
47,28,0.638127,0.036651,0.3439
47,29,0.640093,0.03704,0.3439
47,30,0.638427,0.01852,0.40951
47,31,0.644212,0.018673,0.40951
47,32,0.649905,0.018838,0.40951
47,33,0.655506,0.019012,0.40951
47,34,0.661018,0.01919,0.40951
47,35,0.662605,0.019371,0.40951
47,36,0.668004,0.01,0.468559
47,37,0.669649,0.01,0.468559
47,38,0.674935,0.01,0.468559
47,39,0.680136,0.01,0.468559
47,40,0.681238,0.01,0.468559
47,41,0.678366,0.01,0.468559
47,42,0.679747,0.01,0.468559
47,43,0.680749,0.01,0.468559
47,44,0.678291,0.01,0.468559
47,45,0.683438,0.01,0.468559
47,46,0.688503,0.01,0.468559
47,47,0.693487,0.01,0.468559
47,48,0.698391,0.01,0.468559
47,49,0.699165,0.01,0.468559
47,50,0.703978,0.01,0.468559
47,51,0.704994,0.01,0.468559
47,52,0.709714,0.01,0.468559
47,53,0.714359,0.01,0.468559
47,54,0.718929,0.01,0.468559
47,55,0.723426,0.01,0.468559
47,56,0.727851,0.01,0.468559
47,57,0.728015,0.01,0.468559
47,58,0.732367,0.01,0.468559
47,59,0.736649,0.01,0.468559
47,60,0.740863,0.01,0.468559
47,61,0.740861,0.01,0.468559
47,62,0.740654,0.01,0.468559
47,63,0.744803,0.01,0.468559
47,64,0.740405,0.01,0.468559
47,65,0.740458,0.01,0.468559
47,66,0.744611,0.01,0.468559
47,67,0.748697,0.01,0.468559
47,68,0.752718,0.01,0.468559
47,69,0.756675,0.01,0.468559
47,70,0.760568,0.01,0.468559
47,71,0.764399,0.01,0.468559
47,72,0.768168,0.01,0.468559
47,73,0.767616,0.01,0.468559
47,74,0.771334,0.01,0.468559
47,75,0.774993,0.01,0.468559
47,76,0.774534,0.01,0.468559
47,77,0.77391,0.01,0.468559
47,78,0.777528,0.01,0.468559
47,79,0.776686,0.01,0.468559
47,80,0.775949,0.01,0.468559
47,81,0.77131,0.01,0.468559
47,82,0.774969,0.01,0.468559
47,83,0.77857,0.01,0.468559
47,84,0.782112,0.01,0.468559
47,85,0.785599,0.01,0.468559
47,86,0.789029,0.01,0.468559
47,87,0.792405,0.01,0.468559
47,88,0.791445,0.01,0.468559
47,89,0.786361,0.01,0.468559
47,90,0.789779,0.01,0.468559
47,91,0.789109,0.01,0.468559
47,92,0.788258,0.01,0.468559
47,93,0.791645,0.01,0.468559
47,94,0.794979,0.01,0.468559
47,95,0.785753,0.01,0.468559
47,96,0.784902,0.01,0.468559
47,97,0.78377,0.01,0.468559
47,98,0.783092,0.01,0.468559
47,99,0.786562,0.01,0.468559
47,100,0.789977,0.01,0.468559
47,101,0.793337,0.01,0.468559
47,102,0.796644,0.01,0.468559
47,103,0.799898,0.01,0.468559
47,104,0.798692,0.01,0.468559
47,105,0.801912,0.01,0.468559
47,106,0.800568,0.01,0.468559
47,107,0.803759,0.01,0.468559
47,108,0.806899,0.01,0.468559
47,109,0.809988,0.01,0.468559
47,110,0.808631,0.01,0.468559
47,111,0.811693,0.01,0.468559
47,112,0.814705,0.01,0.468559
47,113,0.813459,0.01,0.468559
47,114,0.812307,0.01,0.468559
47,115,0.811215,0.01,0.468559
47,116,0.801264,0.01,0.468559
47,117,0.804443,0.01,0.468559
47,118,0.803651,0.01,0.468559
47,119,0.802331,0.01,0.468559
47,120,0.805494,0.01,0.468559
47,121,0.808606,0.01,0.468559
47,122,0.811668,0.01,0.468559
47,123,0.814681,0.01,0.468559
47,124,0.817646,0.01,0.468559
47,125,0.820564,0.01,0.468559
47,126,0.823435,0.01,0.468559
47,127,0.817565,0.01,0.468559
47,128,0.820484,0.01,0.468559
47,129,0.814883,0.01,0.468559
47,130,0.817845,0.01,0.468559
47,131,0.820759,0.01,0.468559
47,132,0.819188,0.01,0.468559
47,133,0.822081,0.01,0.468559
47,134,0.815768,0.01,0.468559
47,135,0.818716,0.01,0.468559
47,136,0.817648,0.01,0.468559
47,137,0.815872,0.01,0.468559
47,138,0.818818,0.01,0.468559
47,139,0.821717,0.01,0.468559
47,140,0.82457,0.01,0.468559
47,141,0.822925,0.01,0.468559
47,142,0.825758,0.01,0.468559
47,143,0.824226,0.01,0.468559
47,144,0.822457,0.01,0.468559
47,145,0.825298,0.01,0.468559
47,146,0.828093,0.01,0.468559
47,147,0.817271,0.01,0.468559
47,148,0.820195,0.01,0.468559
47,149,0.823072,0.01,0.468559
47,150,0.821257,0.01,0.468559
47,151,0.820034,0.01,0.468559
47,152,0.818631,0.01,0.468559
47,153,0.812588,0.01,0.468559
47,154,0.806652,0.01,0.468559
47,155,0.80136,0.01,0.468559
47,156,0.804538,0.01,0.468559
47,157,0.798945,0.01,0.468559
47,158,0.802162,0.01,0.468559
47,159,0.805327,0.01,0.468559
47,160,0.808442,0.01,0.468559
47,161,0.807068,0.01,0.468559
47,162,0.810155,0.01,0.468559
47,163,0.813193,0.01,0.468559
47,164,0.816182,0.01,0.468559
47,165,0.819123,0.01,0.468559
47,166,0.822017,0.01,0.468559
47,167,0.824864,0.01,0.468559
47,168,0.827667,0.01,0.468559
47,169,0.830424,0.01,0.468559
47,170,0.828558,0.01,0.468559
47,171,0.831301,0.01,0.468559
47,172,0.824917,0.01,0.468559
47,173,0.827718,0.01,0.468559
47,174,0.830475,0.01,0.468559
47,175,0.824463,0.01,0.468559
47,176,0.827272,0.01,0.468559
47,177,0.821082,0.01,0.468559
47,178,0.823944,0.01,0.468559
47,179,0.826761,0.01,0.468559
47,180,0.825321,0.01,0.468559
47,181,0.823729,0.01,0.468559
47,182,0.826549,0.01,0.468559
47,183,0.829325,0.01,0.468559
47,184,0.832055,0.01,0.468559
47,185,0.830197,0.01,0.468559
47,186,0.828313,0.01,0.468559
47,187,0.826894,0.01,0.468559
47,188,0.829664,0.01,0.468559
47,189,0.832389,0.01,0.468559
47,190,0.835071,0.01,0.468559
47,191,0.83771,0.01,0.468559
47,192,0.840306,0.01,0.468559
47,193,0.838399,0.01,0.468559
47,194,0.836666,0.01,0.468559
47,195,0.839279,0.01,0.468559
47,196,0.84185,0.01,0.468559
47,197,0.844381,0.01,0.468559
47,198,0.846871,0.01,0.468559
47,199,0.844707,0.01,0.468559
47,200,0.847192,0.01,0.468559
48,1,0.50254,0.5056,0.0
48,2,0.508747,0.48032,0.0
48,3,0.515381,0.486955,0.0
48,4,0.518996,0.493988,0.0
48,5,0.522738,0.501261,0.0
48,6,0.529919,0.25063,0.1
48,7,0.533837,0.253699,0.1
48,8,0.537862,0.256994,0.1
48,9,0.538143,0.260431,0.1
48,10,0.541905,0.263948,0.1
48,11,0.549139,0.267503,0.1
48,12,0.556286,0.133752,0.19
48,13,0.563339,0.135197,0.19
48,14,0.566696,0.136744,0.19
48,15,0.573605,0.138353,0.19
48,16,0.57689,0.139998,0.19
48,17,0.583648,0.141658,0.19
48,18,0.586616,0.070829,0.271
48,19,0.593224,0.071491,0.271
48,20,0.599728,0.072205,0.271
48,21,0.602481,0.072949,0.271
48,22,0.605153,0.073712,0.271
48,23,0.607681,0.074483,0.271
48,24,0.613957,0.037242,0.3439
48,25,0.612669,0.037544,0.3439
48,26,0.615104,0.037872,0.3439
48,27,0.617603,0.038216,0.3439
48,28,0.619961,0.038569,0.3439
48,29,0.626041,0.038928,0.3439
48,30,0.628307,0.019464,0.40951
48,31,0.634254,0.019601,0.40951
48,32,0.640106,0.019752,0.40951
48,33,0.645864,0.019911,0.40951
48,34,0.65153,0.020075,0.40951
48,35,0.657106,0.020242,0.40951
48,36,0.654653,0.01,0.468559
48,37,0.656329,0.01,0.468559
48,38,0.658003,0.01,0.468559
48,39,0.663475,0.01,0.468559
48,40,0.664957,0.01,0.468559
48,41,0.670318,0.01,0.468559
48,42,0.675593,0.01,0.468559
48,43,0.676917,0.01,0.468559
48,44,0.682086,0.01,0.468559
48,45,0.683207,0.01,0.468559
48,46,0.68423,0.01,0.468559
48,47,0.689283,0.01,0.468559
48,48,0.694254,0.01,0.468559
48,49,0.699146,0.01,0.468559
48,50,0.70396,0.01,0.468559
48,51,0.704756,0.01,0.468559
48,52,0.705474,0.01,0.468559
48,53,0.710186,0.01,0.468559
48,54,0.706785,0.01,0.468559
48,55,0.711476,0.01,0.468559
48,56,0.716092,0.01,0.468559
48,57,0.712705,0.01,0.468559
48,58,0.7132,0.01,0.468559
48,59,0.717789,0.01,0.468559
48,60,0.722305,0.01,0.468559
48,61,0.726748,0.01,0.468559
48,62,0.726984,0.01,0.468559
48,63,0.727096,0.01,0.468559
48,64,0.731462,0.01,0.468559
48,65,0.735759,0.01,0.468559
48,66,0.739987,0.01,0.468559
48,67,0.744147,0.01,0.468559
48,68,0.744155,0.01,0.468559
48,69,0.748249,0.01,0.468559
48,70,0.752277,0.01,0.468559
48,71,0.75624,0.01,0.468559
48,72,0.755788,0.01,0.468559
48,73,0.755535,0.01,0.468559
48,74,0.755404,0.01,0.468559
48,75,0.755108,0.01,0.468559
48,76,0.759027,0.01,0.468559
48,77,0.762882,0.01,0.468559
48,78,0.766676,0.01,0.468559
48,79,0.766142,0.01,0.468559
48,80,0.769883,0.01,0.468559
48,81,0.769239,0.01,0.468559
48,82,0.772931,0.01,0.468559
48,83,0.776565,0.01,0.468559
48,84,0.780139,0.01,0.468559
48,85,0.783657,0.01,0.468559
48,86,0.787119,0.01,0.468559
48,87,0.790525,0.01,0.468559
48,88,0.793876,0.01,0.468559
48,89,0.797174,0.01,0.468559
48,90,0.80042,0.01,0.468559
48,91,0.803613,0.01,0.468559
48,92,0.806755,0.01,0.468559
48,93,0.809847,0.01,0.468559
48,94,0.808579,0.01,0.468559
48,95,0.811641,0.01,0.468559
48,96,0.814655,0.01,0.468559
48,97,0.817621,0.01,0.468559
48,98,0.820539,0.01,0.468559
48,99,0.814682,0.01,0.468559
48,100,0.817647,0.01,0.468559
48,101,0.816191,0.01,0.468559
48,102,0.819132,0.01,0.468559
48,103,0.822026,0.01,0.468559
48,104,0.820469,0.01,0.468559
48,105,0.823342,0.01,0.468559
48,106,0.821886,0.01,0.468559
48,107,0.820311,0.01,0.468559
48,108,0.823186,0.01,0.468559
48,109,0.821639,0.01,0.468559
48,110,0.815789,0.01,0.468559
48,111,0.814535,0.01,0.468559
48,112,0.817502,0.01,0.468559
48,113,0.820422,0.01,0.468559
48,114,0.823296,0.01,0.468559
48,115,0.826123,0.01,0.468559
48,116,0.828905,0.01,0.468559
48,117,0.827455,0.01,0.468559
48,118,0.825576,0.01,0.468559
48,119,0.828367,0.01,0.468559
48,120,0.831113,0.01,0.468559
48,121,0.825029,0.01,0.468559
48,122,0.827828,0.01,0.468559
48,123,0.830583,0.01,0.468559
48,124,0.829051,0.01,0.468559
48,125,0.831786,0.01,0.468559
48,126,0.834478,0.01,0.468559
48,127,0.837126,0.01,0.468559
48,128,0.83558,0.01,0.468559
48,129,0.83821,0.01,0.468559
48,130,0.836423,0.01,0.468559
48,131,0.839041,0.01,0.468559
48,132,0.837367,0.01,0.468559
48,133,0.835268,0.01,0.468559
48,134,0.837903,0.01,0.468559
48,135,0.840497,0.01,0.468559
48,136,0.843049,0.01,0.468559
48,137,0.84556,0.01,0.468559
48,138,0.848031,0.01,0.468559
48,139,0.841457,0.01,0.468559
48,140,0.831045,0.01,0.468559
48,141,0.833748,0.01,0.468559
48,142,0.836408,0.01,0.468559
48,143,0.834942,0.01,0.468559
48,144,0.837583,0.01,0.468559
48,145,0.840181,0.01,0.468559
48,146,0.842738,0.01,0.468559
48,147,0.845255,0.01,0.468559
48,148,0.843103,0.01,0.468559
48,149,0.845614,0.01,0.468559
48,150,0.843323,0.01,0.468559
48,151,0.841174,0.01,0.468559
48,152,0.834514,0.01,0.468559
48,153,0.837162,0.01,0.468559
48,154,0.839767,0.01,0.468559
48,155,0.837706,0.01,0.468559
48,156,0.840302,0.01,0.468559
48,157,0.838318,0.01,0.468559
48,158,0.840905,0.01,0.468559
48,159,0.830279,0.01,0.468559
48,160,0.832994,0.01,0.468559
48,161,0.835666,0.01,0.468559
48,162,0.838296,0.01,0.468559
48,163,0.83654,0.01,0.468559
48,164,0.834477,0.01,0.468559
48,165,0.828136,0.01,0.468559
48,166,0.826563,0.01,0.468559
48,167,0.820496,0.01,0.468559
48,168,0.823368,0.01,0.468559
48,169,0.826194,0.01,0.468559
48,170,0.828975,0.01,0.468559
48,171,0.831711,0.01,0.468559
48,172,0.834404,0.01,0.468559
48,173,0.827731,0.01,0.468559
48,174,0.826084,0.01,0.468559
48,175,0.828866,0.01,0.468559
48,176,0.822792,0.01,0.468559
48,177,0.821075,0.01,0.468559
48,178,0.815093,0.01,0.468559
48,179,0.809141,0.01,0.468559
48,180,0.80788,0.01,0.468559
48,181,0.810954,0.01,0.468559
48,182,0.813978,0.01,0.468559
48,183,0.816955,0.01,0.468559
48,184,0.819884,0.01,0.468559
48,185,0.822765,0.01,0.468559
48,186,0.816884,0.01,0.468559
48,187,0.819813,0.01,0.468559
48,188,0.818216,0.01,0.468559
48,189,0.816753,0.01,0.468559
48,190,0.819685,0.01,0.468559
48,191,0.818225,0.01,0.468559
48,192,0.812669,0.01,0.468559
48,193,0.815666,0.01,0.468559
48,194,0.818615,0.01,0.468559
48,195,0.81712,0.01,0.468559
48,196,0.820046,0.01,0.468559
48,197,0.822925,0.01,0.468559
48,198,0.821025,0.01,0.468559
48,199,0.823889,0.01,0.468559
48,200,0.826707,0.01,0.468559
49,1,0.5056,0.5056,0.0
49,2,0.51183,0.51183,0.0
49,3,0.518465,0.518465,0.0
49,4,0.525346,0.525346,0.0
49,5,0.525708,0.532365,0.0
49,6,0.529489,0.266182,0.1
49,7,0.536698,0.269062,0.1
49,8,0.540449,0.272154,0.1
49,9,0.544287,0.275378,0.1
49,10,0.551459,0.278677,0.1
49,11,0.558552,0.282011,0.1
49,12,0.565557,0.141005,0.19
49,13,0.568894,0.142339,0.19
49,14,0.575762,0.143774,0.19
49,15,0.582529,0.145272,0.19
49,16,0.585651,0.146807,0.19
49,17,0.588606,0.14836,0.19
49,18,0.591495,0.07418,0.271
49,19,0.594432,0.074789,0.271
49,20,0.593556,0.075449,0.271
49,21,0.600056,0.076142,0.271
49,22,0.606453,0.076854,0.271
49,23,0.612749,0.077575,0.271
49,24,0.618944,0.073696,0.271
49,25,0.621304,0.074483,0.271
49,26,0.627363,0.075267,0.271
49,27,0.629646,0.076046,0.271
49,28,0.635572,0.076817,0.271
49,29,0.641402,0.07758,0.271
49,30,0.643325,0.03879,0.3439
49,31,0.649032,0.039077,0.3439
49,32,0.650923,0.037124,0.3439
49,33,0.65264,0.037465,0.3439
49,34,0.646849,0.037821,0.3439
49,35,0.652499,0.038184,0.3439
49,36,0.658059,0.019092,0.40951
49,37,0.66353,0.019234,0.40951
49,38,0.668914,0.019389,0.40951
49,39,0.670287,0.019553,0.40951
49,40,0.671484,0.019722,0.40951
49,41,0.676741,0.019894,0.40951
49,42,0.681913,0.01,0.468559
49,43,0.683138,0.01,0.468559
49,44,0.684342,0.01,0.468559
49,45,0.685242,0.01,0.468559
49,46,0.690278,0.01,0.468559
49,47,0.691441,0.01,0.468559
49,48,0.692325,0.01,0.468559
49,49,0.6934,0.01,0.468559
49,50,0.690243,0.01,0.468559
49,51,0.691453,0.01,0.468559
49,52,0.688248,0.01,0.468559
49,53,0.689442,0.01,0.468559
49,54,0.690395,0.01,0.468559
49,55,0.691428,0.01,0.468559
49,56,0.692314,0.01,0.468559
49,57,0.697237,0.01,0.468559
49,58,0.698015,0.01,0.468559
49,59,0.702847,0.01,0.468559
49,60,0.703621,0.01,0.468559
49,61,0.704541,0.01,0.468559
49,62,0.709269,0.01,0.468559
49,63,0.71392,0.01,0.468559
49,64,0.714337,0.01,0.468559
49,65,0.718908,0.01,0.468559
49,66,0.719422,0.01,0.468559
49,67,0.723911,0.01,0.468559
49,68,0.71983,0.01,0.468559
49,69,0.724313,0.01,0.468559
49,70,0.72048,0.01,0.468559
49,71,0.724952,0.01,0.468559
49,72,0.729353,0.01,0.468559
49,73,0.733684,0.01,0.468559
49,74,0.737945,0.01,0.468559
49,75,0.742138,0.01,0.468559
49,76,0.746263,0.01,0.468559
49,77,0.746335,0.01,0.468559
49,78,0.750394,0.01,0.468559
49,79,0.750501,0.01,0.468559
49,80,0.754493,0.01,0.468559
49,81,0.758421,0.01,0.468559
49,82,0.762286,0.01,0.468559
49,83,0.76609,0.01,0.468559
49,84,0.769832,0.01,0.468559
49,85,0.761231,0.01,0.468559
49,86,0.760648,0.01,0.468559
49,87,0.764477,0.01,0.468559
49,88,0.763908,0.01,0.468559
49,89,0.767685,0.01,0.468559
49,90,0.767186,0.01,0.468559
49,91,0.766565,0.01,0.468559
49,92,0.766012,0.01,0.468559
49,93,0.769756,0.01,0.468559
49,94,0.77344,0.01,0.468559
49,95,0.777065,0.01,0.468559
49,96,0.780632,0.01,0.468559
49,97,0.784142,0.01,0.468559
49,98,0.787595,0.01,0.468559
49,99,0.790994,0.01,0.468559
49,100,0.789935,0.01,0.468559
49,101,0.789088,0.01,0.468559
49,102,0.792463,0.01,0.468559
49,103,0.791497,0.01,0.468559
49,104,0.794833,0.01,0.468559
49,105,0.798116,0.01,0.468559
49,106,0.796951,0.01,0.468559
49,107,0.795945,0.01,0.468559
49,108,0.79921,0.01,0.468559
49,109,0.802423,0.01,0.468559
49,110,0.805584,0.01,0.468559
49,111,0.804357,0.01,0.468559
49,112,0.807488,0.01,0.468559
49,113,0.801812,0.01,0.468559
49,114,0.800776,0.01,0.468559
49,115,0.795598,0.01,0.468559
49,116,0.790173,0.01,0.468559
49,117,0.793531,0.01,0.468559
49,118,0.796834,0.01,0.468559
49,119,0.791463,0.01,0.468559
49,120,0.7948,0.01,0.468559
49,121,0.793995,0.01,0.468559
49,122,0.797291,0.01,0.468559
49,123,0.800534,0.01,0.468559
49,124,0.794837,0.01,0.468559
49,125,0.798119,0.01,0.468559
49,126,0.80135,0.01,0.468559
49,127,0.804528,0.01,0.468559
49,128,0.807655,0.01,0.468559
49,129,0.806233,0.01,0.468559
49,130,0.809334,0.01,0.468559
49,131,0.812384,0.01,0.468559
49,132,0.815386,0.01,0.468559
49,133,0.81834,0.01,0.468559
49,134,0.816797,0.01,0.468559
49,135,0.819728,0.01,0.468559
49,136,0.813908,0.01,0.468559
49,137,0.816885,0.01,0.468559
49,138,0.819815,0.01,0.468559
49,139,0.818101,0.01,0.468559
49,140,0.821012,0.01,0.468559
49,141,0.819504,0.01,0.468559
49,142,0.822392,0.01,0.468559
49,143,0.825234,0.01,0.468559
49,144,0.819431,0.01,0.468559
49,145,0.82232,0.01,0.468559
